Focus Gained 13/06/2018 16:02:17 421
KEYPRESS DOWN LControlKey 13/06/2018 16:02:19 434
Focus Lost 13/06/2018 16:02:19 440
ExposeHK Activated 13/06/2018 16:02:19 457
KEYPRESS DOWN LControlKey 13/06/2018 16:02:19 922
KEYPRESS DOWN LControlKey 13/06/2018 16:02:19 954
KEYPRESS DOWN LControlKey 13/06/2018 16:02:19 988
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 21
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 54
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 86
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 123
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 152
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 186
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 218
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 252
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 285
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 318
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 350
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 383
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 417
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 449
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 483
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 516
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 548
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 581
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 614
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 647
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 680
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 713
KEYPRESS DOWN LControlKey 13/06/2018 16:02:20 746
Focus Gained 13/06/2018 16:02:20 752
ExposeHK Hidden 13/06/2018 16:02:20 753
KEYPRESS UP LControlKey 13/06/2018 16:02:20 762
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 118
Focus Lost 13/06/2018 16:02:21 119
ExposeHK Activated 13/06/2018 16:02:21 123
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 617
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 650
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 684
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 716
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 749
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 782
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 815
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 848
KEYPRESS DOWN LControlKey 13/06/2018 16:02:21 881
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:21 910
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:22 410
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:22 442
KEYPRESS UP LShiftKey 13/06/2018 16:02:22 454
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:22 816
KEYPRESS UP LShiftKey 13/06/2018 16:02:23 200
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:23 686
KEYPRESS UP LShiftKey 13/06/2018 16:02:24 58
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:25 103
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:25 602
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:25 638
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:25 667
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:25 701
KEYPRESS UP LShiftKey 13/06/2018 16:02:25 711
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:26 262
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:26 762
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:26 794
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:26 827
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:26 861
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:26 894
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:26 927
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:26 959
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:26 992
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 26
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 59
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 92
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 124
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 158
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 190
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 224
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 257
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 290
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 323
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 355
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 389
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 421
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 454
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 487
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 521
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 554
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 586
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 619
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 652
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 685
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 718
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 752
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 785
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 818
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 850
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 884
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 917
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 950
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:27 982
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 17
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 48
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 85
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 115
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 148
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 181
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 215
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 246
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 279
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 313
KEYPRESS UP LShiftKey 13/06/2018 16:02:28 320
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:28 726
KEYPRESS UP LShiftKey 13/06/2018 16:02:29 214
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:29 774
KEYPRESS UP LShiftKey 13/06/2018 16:02:30 208
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:30 493
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:31 1
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:31 27
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:31 59
KEYPRESS UP LShiftKey 13/06/2018 16:02:31 86
KEYPRESS DOWN Capital 13/06/2018 16:02:31 382
KEYPRESS UP Capital 13/06/2018 16:02:31 590
KEYPRESS DOWN Capital 13/06/2018 16:02:31 815
KEYPRESS UP Capital 13/06/2018 16:02:31 935
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:32 438
KEYPRESS UP LShiftKey 13/06/2018 16:02:32 785
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:33 55
KEYPRESS UP LShiftKey 13/06/2018 16:02:33 374
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:33 599
KEYPRESS UP LShiftKey 13/06/2018 16:02:33 879
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:34 166
KEYPRESS UP LShiftKey 13/06/2018 16:02:34 465
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:34 751
KEYPRESS UP LShiftKey 13/06/2018 16:02:34 983
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:35 310
KEYPRESS UP LShiftKey 13/06/2018 16:02:35 702
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:36 567
KEYPRESS UP LShiftKey 13/06/2018 16:02:36 779
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:37 55
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:37 553
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:37 587
KEYPRESS UP LShiftKey 13/06/2018 16:02:37 608
Focus Gained 13/06/2018 16:02:37 959
ExposeHK Hidden 13/06/2018 16:02:37 960
KEYPRESS UP LControlKey 13/06/2018 16:02:37 970
KEYPRESS DOWN LControlKey 13/06/2018 16:02:38 439
Focus Lost 13/06/2018 16:02:38 443
ExposeHK Activated 13/06/2018 16:02:38 454
KEYPRESS DOWN LControlKey 13/06/2018 16:02:38 938
KEYPRESS DOWN LControlKey 13/06/2018 16:02:38 971
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:38 990
KEYPRESS UP LShiftKey 13/06/2018 16:02:39 278
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:39 543
KEYPRESS UP LShiftKey 13/06/2018 16:02:39 872
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:40 134
KEYPRESS UP LShiftKey 13/06/2018 16:02:40 382
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:40 838
KEYPRESS UP LShiftKey 13/06/2018 16:02:41 41
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:42 22
KEYPRESS UP LShiftKey 13/06/2018 16:02:42 256
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:42 474
KEYPRESS UP LShiftKey 13/06/2018 16:02:42 718
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:42 950
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 459
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 483
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 516
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 549
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 581
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 615
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 647
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 680
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 714
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 746
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 779
KEYPRESS DOWN LShiftKey 13/06/2018 16:02:43 812
