Timestamp;Participant;Aid;Phase;BlockID;Event
04/07/2018 17:06:08 215;Leon;ExposeHK;1;2;MOUSE Move {X=1407,Y=200}
04/07/2018 17:06:08 226;Leon;ExposeHK;1;2;MOUSE Move {X=1406,Y=200}
04/07/2018 17:06:08 231;Leon;ExposeHK;1;2;MOUSE Move {X=1400,Y=204}
04/07/2018 17:06:08 239;Leon;ExposeHK;1;2;MOUSE Move {X=1390,Y=210}
04/07/2018 17:06:08 247;Leon;ExposeHK;1;2;MOUSE Move {X=1381,Y=216}
04/07/2018 17:06:08 255;Leon;ExposeHK;1;2;MOUSE Move {X=1370,Y=222}
04/07/2018 17:06:08 263;Leon;ExposeHK;1;2;MOUSE Move {X=1358,Y=230}
04/07/2018 17:06:08 271;Leon;ExposeHK;1;2;MOUSE Move {X=1343,Y=239}
04/07/2018 17:06:08 279;Leon;ExposeHK;1;2;MOUSE Move {X=1326,Y=252}
04/07/2018 17:06:08 287;Leon;ExposeHK;1;2;MOUSE Move {X=1299,Y=267}
04/07/2018 17:06:08 295;Leon;ExposeHK;1;2;MOUSE Move {X=1267,Y=281}
04/07/2018 17:06:08 303;Leon;ExposeHK;1;2;MOUSE Move {X=1232,Y=298}
04/07/2018 17:06:08 311;Leon;ExposeHK;1;2;MOUSE Move {X=1195,Y=315}
04/07/2018 17:06:08 319;Leon;ExposeHK;1;2;MOUSE Move {X=1158,Y=327}
04/07/2018 17:06:08 327;Leon;ExposeHK;1;2;MOUSE Move {X=1124,Y=340}
04/07/2018 17:06:08 335;Leon;ExposeHK;1;2;MOUSE Move {X=1085,Y=353}
04/07/2018 17:06:08 343;Leon;ExposeHK;1;2;MOUSE Move {X=1048,Y=370}
04/07/2018 17:06:08 351;Leon;ExposeHK;1;2;MOUSE Move {X=1005,Y=385}
04/07/2018 17:06:08 359;Leon;ExposeHK;1;2;MOUSE Move {X=966,Y=400}
04/07/2018 17:06:08 367;Leon;ExposeHK;1;2;MOUSE Move {X=928,Y=417}
04/07/2018 17:06:08 375;Leon;ExposeHK;1;2;MOUSE Move {X=894,Y=432}
04/07/2018 17:06:08 383;Leon;ExposeHK;1;2;MOUSE Move {X=862,Y=444}
04/07/2018 17:06:08 391;Leon;ExposeHK;1;2;MOUSE Move {X=834,Y=454}
04/07/2018 17:06:08 399;Leon;ExposeHK;1;2;MOUSE Move {X=817,Y=459}
04/07/2018 17:06:08 412;Leon;ExposeHK;1;2;MOUSE Move {X=814,Y=460}
04/07/2018 17:06:08 727;Leon;ExposeHK;1;2;MOUSE Move {X=813,Y=460}
04/07/2018 17:06:08 735;Leon;ExposeHK;1;2;MOUSE Move {X=805,Y=459}
04/07/2018 17:06:08 743;Leon;ExposeHK;1;2;MOUSE Move {X=778,Y=449}
04/07/2018 17:06:08 751;Leon;ExposeHK;1;2;MOUSE Move {X=754,Y=444}
04/07/2018 17:06:08 759;Leon;ExposeHK;1;2;MOUSE Move {X=728,Y=433}
04/07/2018 17:06:08 767;Leon;ExposeHK;1;2;MOUSE Move {X=702,Y=423}
04/07/2018 17:06:08 775;Leon;ExposeHK;1;2;MOUSE Move {X=679,Y=415}
04/07/2018 17:06:08 783;Leon;ExposeHK;1;2;MOUSE Move {X=658,Y=407}
04/07/2018 17:06:08 791;Leon;ExposeHK;1;2;MOUSE Move {X=641,Y=400}
04/07/2018 17:06:08 827;Leon;ExposeHK;1;2;MOUSE Move {X=621,Y=393}
04/07/2018 17:06:08 829;Leon;ExposeHK;1;2;MOUSE Move {X=575,Y=372}
04/07/2018 17:06:08 831;Leon;ExposeHK;1;2;MOUSE Move {X=563,Y=366}
04/07/2018 17:06:08 839;Leon;ExposeHK;1;2;MOUSE Move {X=553,Y=363}
04/07/2018 17:06:08 847;Leon;ExposeHK;1;2;MOUSE Move {X=547,Y=360}
04/07/2018 17:06:08 855;Leon;ExposeHK;1;2;MOUSE Move {X=544,Y=358}
04/07/2018 17:06:08 863;Leon;ExposeHK;1;2;MOUSE Move {X=542,Y=358}
04/07/2018 17:06:08 871;Leon;ExposeHK;1;2;MOUSE Move {X=541,Y=358}
04/07/2018 17:06:08 879;Leon;ExposeHK;1;2;MOUSE Move {X=541,Y=358}
04/07/2018 17:06:08 991;Leon;ExposeHK;1;2;MOUSE Move {X=541,Y=357}
04/07/2018 17:06:08 999;Leon;ExposeHK;1;2;MOUSE Move {X=539,Y=356}
04/07/2018 17:06:09 7;Leon;ExposeHK;1;2;MOUSE Move {X=537,Y=353}
04/07/2018 17:06:09 15;Leon;ExposeHK;1;2;MOUSE Move {X=531,Y=346}
04/07/2018 17:06:09 23;Leon;ExposeHK;1;2;MOUSE Move {X=526,Y=341}
04/07/2018 17:06:09 31;Leon;ExposeHK;1;2;MOUSE Move {X=520,Y=336}
04/07/2018 17:06:09 39;Leon;ExposeHK;1;2;MOUSE Move {X=513,Y=332}
04/07/2018 17:06:09 47;Leon;ExposeHK;1;2;MOUSE Move {X=507,Y=329}
04/07/2018 17:06:09 55;Leon;ExposeHK;1;2;MOUSE Move {X=498,Y=324}
04/07/2018 17:06:09 63;Leon;ExposeHK;1;2;MOUSE Move {X=491,Y=322}
04/07/2018 17:06:09 71;Leon;ExposeHK;1;2;MOUSE Move {X=482,Y=319}
04/07/2018 17:06:09 79;Leon;ExposeHK;1;2;MOUSE Move {X=478,Y=318}
04/07/2018 17:06:09 87;Leon;ExposeHK;1;2;MOUSE Move {X=471,Y=317}
04/07/2018 17:06:09 95;Leon;ExposeHK;1;2;MOUSE Move {X=465,Y=316}
04/07/2018 17:06:09 105;Leon;ExposeHK;1;2;MOUSE Move {X=461,Y=316}
04/07/2018 17:06:09 111;Leon;ExposeHK;1;2;MOUSE Move {X=459,Y=316}
04/07/2018 17:06:09 119;Leon;ExposeHK;1;2;MOUSE Move {X=456,Y=316}
04/07/2018 17:06:09 127;Leon;ExposeHK;1;2;MOUSE Move {X=455,Y=316}
04/07/2018 17:06:09 135;Leon;ExposeHK;1;2;MOUSE Move {X=454,Y=316}
04/07/2018 17:06:09 343;Leon;ExposeHK;1;2;MOUSE Move {X=454,Y=316}
04/07/2018 17:06:09 351;Leon;ExposeHK;1;2;MOUSE Move {X=453,Y=315}
04/07/2018 17:06:09 359;Leon;ExposeHK;1;2;MOUSE Move {X=450,Y=314}
04/07/2018 17:06:09 367;Leon;ExposeHK;1;2;MOUSE Move {X=448,Y=312}
04/07/2018 17:06:09 375;Leon;ExposeHK;1;2;MOUSE Move {X=445,Y=311}
04/07/2018 17:06:09 383;Leon;ExposeHK;1;2;MOUSE Move {X=443,Y=309}
04/07/2018 17:06:09 391;Leon;ExposeHK;1;2;MOUSE Move {X=439,Y=308}
04/07/2018 17:06:09 399;Leon;ExposeHK;1;2;MOUSE Move {X=437,Y=307}
04/07/2018 17:06:09 407;Leon;ExposeHK;1;2;MOUSE Move {X=435,Y=306}
04/07/2018 17:06:09 415;Leon;ExposeHK;1;2;MOUSE Move {X=433,Y=305}
04/07/2018 17:06:09 423;Leon;ExposeHK;1;2;MOUSE Move {X=431,Y=305}
04/07/2018 17:06:09 431;Leon;ExposeHK;1;2;MOUSE Move {X=430,Y=304}
04/07/2018 17:06:09 439;Leon;ExposeHK;1;2;MOUSE Move {X=429,Y=303}
04/07/2018 17:06:09 447;Leon;ExposeHK;1;2;MOUSE Move {X=429,Y=303}
04/07/2018 17:06:09 575;Leon;ExposeHK;1;2;MOUSE Move {X=428,Y=303}
04/07/2018 17:06:09 607;Leon;ExposeHK;1;2;MOUSE Move {X=428,Y=303}
04/07/2018 17:06:09 615;Leon;ExposeHK;1;2;MOUSE Move {X=428,Y=303}
04/07/2018 17:06:09 623;Leon;ExposeHK;1;2;MOUSE Move {X=427,Y=303}
04/07/2018 17:06:09 631;Leon;ExposeHK;1;2;MOUSE Move {X=426,Y=302}
04/07/2018 17:06:09 639;Leon;ExposeHK;1;2;MOUSE Move {X=425,Y=302}
04/07/2018 17:06:09 647;Leon;ExposeHK;1;2;MOUSE Move {X=424,Y=301}
04/07/2018 17:06:09 655;Leon;ExposeHK;1;2;MOUSE Move {X=423,Y=301}
04/07/2018 17:06:09 663;Leon;ExposeHK;1;2;MOUSE Move {X=423,Y=301}
04/07/2018 17:06:09 671;Leon;ExposeHK;1;2;MOUSE Move {X=422,Y=301}
04/07/2018 17:06:09 679;Leon;ExposeHK;1;2;MOUSE Move {X=421,Y=300}
04/07/2018 17:06:09 687;Leon;ExposeHK;1;2;MOUSE Move {X=420,Y=300}
04/07/2018 17:06:09 695;Leon;ExposeHK;1;2;MOUSE Move {X=419,Y=300}
04/07/2018 17:06:09 703;Leon;ExposeHK;1;2;MOUSE Move {X=418,Y=300}
04/07/2018 17:06:09 711;Leon;ExposeHK;1;2;MOUSE Move {X=418,Y=300}
04/07/2018 17:06:09 719;Leon;ExposeHK;1;2;MOUSE Move {X=418,Y=299}
04/07/2018 17:06:09 727;Leon;ExposeHK;1;2;MOUSE Move {X=417,Y=299}
04/07/2018 17:06:09 743;Leon;ExposeHK;1;2;MOUSE Move {X=417,Y=299}
04/07/2018 17:06:09 799;Leon;ExposeHK;1;2;MOUSE Move {X=417,Y=299}
04/07/2018 17:06:09 807;Leon;ExposeHK;1;2;MOUSE Move {X=416,Y=299}
04/07/2018 17:06:09 815;Leon;ExposeHK;1;2;MOUSE Move {X=415,Y=301}
04/07/2018 17:06:09 823;Leon;ExposeHK;1;2;MOUSE Move {X=413,Y=304}
04/07/2018 17:06:09 831;Leon;ExposeHK;1;2;MOUSE Move {X=411,Y=310}
04/07/2018 17:06:09 839;Leon;ExposeHK;1;2;MOUSE Move {X=409,Y=316}
04/07/2018 17:06:09 847;Leon;ExposeHK;1;2;MOUSE Move {X=406,Y=326}
04/07/2018 17:06:09 855;Leon;ExposeHK;1;2;MOUSE Move {X=402,Y=339}
04/07/2018 17:06:09 863;Leon;ExposeHK;1;2;MOUSE Move {X=398,Y=351}
04/07/2018 17:06:09 871;Leon;ExposeHK;1;2;MOUSE Move {X=393,Y=367}
04/07/2018 17:06:09 879;Leon;ExposeHK;1;2;MOUSE Move {X=384,Y=386}
04/07/2018 17:06:09 887;Leon;ExposeHK;1;2;MOUSE Move {X=376,Y=404}
04/07/2018 17:06:09 895;Leon;ExposeHK;1;2;MOUSE Move {X=365,Y=421}
04/07/2018 17:06:09 903;Leon;ExposeHK;1;2;MOUSE Move {X=355,Y=437}
04/07/2018 17:06:09 932;Leon;ExposeHK;1;2;MOUSE Move {X=346,Y=451}
04/07/2018 17:06:09 932;Leon;ExposeHK;1;2;MOUSE Move {X=335,Y=473}
04/07/2018 17:06:09 935;Leon;ExposeHK;1;2;MOUSE Move {X=328,Y=481}
04/07/2018 17:06:09 943;Leon;ExposeHK;1;2;MOUSE Move {X=323,Y=489}
04/07/2018 17:06:09 951;Leon;ExposeHK;1;2;MOUSE Move {X=318,Y=495}
04/07/2018 17:06:09 959;Leon;ExposeHK;1;2;MOUSE Move {X=313,Y=500}
04/07/2018 17:06:09 967;Leon;ExposeHK;1;2;MOUSE Move {X=310,Y=503}
04/07/2018 17:06:09 975;Leon;ExposeHK;1;2;MOUSE Move {X=308,Y=506}
04/07/2018 17:06:09 984;Leon;ExposeHK;1;2;MOUSE Move {X=305,Y=508}
04/07/2018 17:06:09 991;Leon;ExposeHK;1;2;MOUSE Move {X=304,Y=510}
04/07/2018 17:06:09 999;Leon;ExposeHK;1;2;MOUSE Move {X=303,Y=510}
04/07/2018 17:06:10 7;Leon;ExposeHK;1;2;MOUSE Move {X=303,Y=511}
04/07/2018 17:06:10 15;Leon;ExposeHK;1;2;MOUSE Move {X=302,Y=511}
04/07/2018 17:06:10 23;Leon;ExposeHK;1;2;MOUSE Move {X=302,Y=512}
04/07/2018 17:06:10 31;Leon;ExposeHK;1;2;MOUSE Move {X=301,Y=512}
04/07/2018 17:06:10 39;Leon;ExposeHK;1;2;MOUSE Move {X=301,Y=513}
04/07/2018 17:06:10 47;Leon;ExposeHK;1;2;MOUSE Move {X=300,Y=513}
04/07/2018 17:06:10 55;Leon;ExposeHK;1;2;MOUSE Move {X=300,Y=514}
04/07/2018 17:06:10 63;Leon;ExposeHK;1;2;MOUSE Move {X=300,Y=514}
04/07/2018 17:06:10 71;Leon;ExposeHK;1;2;MOUSE Move {X=300,Y=514}
04/07/2018 17:06:10 79;Leon;ExposeHK;1;2;MOUSE Move {X=299,Y=515}
04/07/2018 17:06:10 87;Leon;ExposeHK;1;2;MOUSE Move {X=299,Y=515}
04/07/2018 17:06:10 95;Leon;ExposeHK;1;2;MOUSE Move {X=298,Y=517}
04/07/2018 17:06:10 103;Leon;ExposeHK;1;2;MOUSE Move {X=296,Y=520}
