Timestamp;Participant;Aid;Phase;BlockID;Event
05/07/2018 12:01:17 481;Leon;ExposeKeyboard;2;1;Focus Gained
05/07/2018 12:01:17 498;Leon;ExposeKeyboard;2;1;MOUSE Move {X=1252,Y=722}
05/07/2018 12:01:17 961;Leon;ExposeKeyboard;2;1;MOUSE Move {X=1252,Y=723}
05/07/2018 12:01:17 969;Leon;ExposeKeyboard;2;1;MOUSE Move {X=1252,Y=724}
05/07/2018 12:01:17 977;Leon;ExposeKeyboard;2;1;MOUSE Move {X=1242,Y=718}
05/07/2018 12:01:17 985;Leon;ExposeKeyboard;2;1;MOUSE Move {X=1212,Y=700}
05/07/2018 12:01:17 993;Leon;ExposeKeyboard;2;1;MOUSE Move {X=1176,Y=678}
05/07/2018 12:01:18 1;Leon;ExposeKeyboard;2;1;MOUSE Move {X=1132,Y=654}
05/07/2018 12:01:18 9;Leon;ExposeKeyboard;2;1;MOUSE Move {X=1086,Y=630}
05/07/2018 12:01:18 17;Leon;ExposeKeyboard;2;1;MOUSE Move {X=1029,Y=603}
05/07/2018 12:01:18 25;Leon;ExposeKeyboard;2;1;MOUSE Move {X=978,Y=576}
05/07/2018 12:01:18 33;Leon;ExposeKeyboard;2;1;MOUSE Move {X=932,Y=554}
05/07/2018 12:01:18 41;Leon;ExposeKeyboard;2;1;MOUSE Move {X=875,Y=527}
05/07/2018 12:01:18 49;Leon;ExposeKeyboard;2;1;MOUSE Move {X=824,Y=502}
05/07/2018 12:01:18 66;Leon;ExposeKeyboard;2;1;MOUSE Move {X=775,Y=480}
05/07/2018 12:01:18 67;Leon;ExposeKeyboard;2;1;MOUSE Move {X=730,Y=460}
05/07/2018 12:01:18 73;Leon;ExposeKeyboard;2;1;MOUSE Move {X=679,Y=435}
05/07/2018 12:01:18 81;Leon;ExposeKeyboard;2;1;MOUSE Move {X=632,Y=411}
05/07/2018 12:01:18 89;Leon;ExposeKeyboard;2;1;MOUSE Move {X=592,Y=392}
05/07/2018 12:01:18 97;Leon;ExposeKeyboard;2;1;MOUSE Move {X=557,Y=371}
05/07/2018 12:01:18 105;Leon;ExposeKeyboard;2;1;MOUSE Move {X=529,Y=356}
05/07/2018 12:01:18 113;Leon;ExposeKeyboard;2;1;MOUSE Move {X=508,Y=346}
05/07/2018 12:01:18 121;Leon;ExposeKeyboard;2;1;MOUSE Move {X=489,Y=335}
05/07/2018 12:01:18 129;Leon;ExposeKeyboard;2;1;MOUSE Move {X=476,Y=328}
05/07/2018 12:01:18 137;Leon;ExposeKeyboard;2;1;MOUSE Move {X=465,Y=323}
05/07/2018 12:01:18 145;Leon;ExposeKeyboard;2;1;MOUSE Move {X=457,Y=318}
05/07/2018 12:01:18 153;Leon;ExposeKeyboard;2;1;MOUSE Move {X=454,Y=317}
05/07/2018 12:01:18 161;Leon;ExposeKeyboard;2;1;MOUSE Move {X=453,Y=316}
05/07/2018 12:01:18 193;Leon;ExposeKeyboard;2;1;MOUSE Move {X=452,Y=316}
05/07/2018 12:01:18 201;Leon;ExposeKeyboard;2;1;MOUSE Move {X=452,Y=316}
05/07/2018 12:01:18 209;Leon;ExposeKeyboard;2;1;MOUSE Move {X=452,Y=316}
05/07/2018 12:01:18 218;Leon;ExposeKeyboard;2;1;MOUSE Move {X=451,Y=317}
05/07/2018 12:01:18 530;Leon;ExposeKeyboard;2;1;MOUSE Move {X=451,Y=317}
05/07/2018 12:01:18 538;Leon;ExposeKeyboard;2;1;MOUSE Move {X=451,Y=317}
05/07/2018 12:01:18 546;Leon;ExposeKeyboard;2;1;MOUSE Move {X=451,Y=316}
05/07/2018 12:01:18 554;Leon;ExposeKeyboard;2;1;MOUSE Move {X=450,Y=315}
05/07/2018 12:01:18 562;Leon;ExposeKeyboard;2;1;MOUSE Move {X=450,Y=314}
05/07/2018 12:01:18 570;Leon;ExposeKeyboard;2;1;MOUSE Move {X=450,Y=314}
05/07/2018 12:01:18 578;Leon;ExposeKeyboard;2;1;MOUSE Move {X=450,Y=313}
05/07/2018 12:01:18 594;Leon;ExposeKeyboard;2;1;MOUSE Move {X=449,Y=313}
05/07/2018 12:01:18 602;Leon;ExposeKeyboard;2;1;MOUSE Move {X=448,Y=313}
05/07/2018 12:01:18 610;Leon;ExposeKeyboard;2;1;MOUSE Move {X=448,Y=313}
05/07/2018 12:01:18 618;Leon;ExposeKeyboard;2;1;MOUSE Move {X=448,Y=313}
05/07/2018 12:01:18 626;Leon;ExposeKeyboard;2;1;MOUSE Move {X=447,Y=312}
05/07/2018 12:01:18 634;Leon;ExposeKeyboard;2;1;MOUSE Move {X=447,Y=312}
05/07/2018 12:01:18 690;Leon;ExposeKeyboard;2;1;MOUSE Move {X=446,Y=312}
05/07/2018 12:01:18 698;Leon;ExposeKeyboard;2;1;MOUSE Move {X=446,Y=312}
05/07/2018 12:01:18 706;Leon;ExposeKeyboard;2;1;MOUSE Move {X=445,Y=312}
05/07/2018 12:01:18 714;Leon;ExposeKeyboard;2;1;MOUSE Move {X=445,Y=312}
05/07/2018 12:01:18 722;Leon;ExposeKeyboard;2;1;MOUSE Move {X=444,Y=311}
05/07/2018 12:01:18 730;Leon;ExposeKeyboard;2;1;MOUSE Move {X=443,Y=310}
05/07/2018 12:01:18 738;Leon;ExposeKeyboard;2;1;MOUSE Move {X=441,Y=310}
05/07/2018 12:01:18 746;Leon;ExposeKeyboard;2;1;MOUSE Move {X=439,Y=309}
05/07/2018 12:01:18 754;Leon;ExposeKeyboard;2;1;MOUSE Move {X=438,Y=308}
05/07/2018 12:01:18 762;Leon;ExposeKeyboard;2;1;MOUSE Move {X=436,Y=307}
05/07/2018 12:01:18 770;Leon;ExposeKeyboard;2;1;MOUSE Move {X=434,Y=307}
05/07/2018 12:01:18 778;Leon;ExposeKeyboard;2;1;MOUSE Move {X=433,Y=307}
05/07/2018 12:01:18 786;Leon;ExposeKeyboard;2;1;MOUSE Move {X=432,Y=306}
05/07/2018 12:01:18 794;Leon;ExposeKeyboard;2;1;MOUSE Move {X=430,Y=305}
05/07/2018 12:01:18 802;Leon;ExposeKeyboard;2;1;MOUSE Move {X=430,Y=305}
05/07/2018 12:01:18 810;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=304}
05/07/2018 12:01:18 818;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=304}
05/07/2018 12:01:18 826;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=304}
05/07/2018 12:01:18 834;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=303}
05/07/2018 12:01:18 842;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=302}
05/07/2018 12:01:18 858;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=302}
05/07/2018 12:01:18 866;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=301}
05/07/2018 12:01:18 874;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=301}
05/07/2018 12:01:18 882;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=300}
05/07/2018 12:01:18 890;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=300}
05/07/2018 12:01:18 898;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=299}
05/07/2018 12:01:18 906;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=298}
05/07/2018 12:01:18 914;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=298}
05/07/2018 12:01:18 930;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=297}
05/07/2018 12:01:18 938;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=297}
05/07/2018 12:01:18 946;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=297}
05/07/2018 12:01:18 978;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=296}
05/07/2018 12:01:19 10;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=295}
05/07/2018 12:01:19 26;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=295}
05/07/2018 12:01:19 34;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=295}
05/07/2018 12:01:19 42;Leon;ExposeKeyboard;2;1;MOUSE Move {X=429,Y=295}
05/07/2018 12:01:19 50;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=295}
05/07/2018 12:01:19 58;Leon;ExposeKeyboard;2;1;MOUSE Move {X=428,Y=295}
05/07/2018 12:01:19 66;Leon;ExposeKeyboard;2;1;MOUSE Move {X=427,Y=294}
05/07/2018 12:01:19 74;Leon;ExposeKeyboard;2;1;MOUSE Move {X=427,Y=294}
05/07/2018 12:01:19 82;Leon;ExposeKeyboard;2;1;MOUSE Move {X=426,Y=294}
05/07/2018 12:01:19 90;Leon;ExposeKeyboard;2;1;MOUSE Move {X=426,Y=294}
05/07/2018 12:01:19 131;Leon;ExposeKeyboard;2;1;MOUSE click {X=426,Y=294}
05/07/2018 12:01:19 132;Leon;ExposeKeyboard;2;1;MOUSE Move {X=426,Y=294}
05/07/2018 12:01:19 147;Leon;ExposeKeyboard;2;1;MOUSE Move {X=426,Y=294}
05/07/2018 12:01:19 234;Leon;ExposeKeyboard;2;1;MOUSE Move {X=425,Y=294}
05/07/2018 12:01:19 242;Leon;ExposeKeyboard;2;1;MOUSE Move {X=424,Y=294}
05/07/2018 12:01:19 250;Leon;ExposeKeyboard;2;1;MOUSE Move {X=424,Y=294}
05/07/2018 12:01:19 258;Leon;ExposeKeyboard;2;1;MOUSE Move {X=422,Y=294}
05/07/2018 12:01:19 266;Leon;ExposeKeyboard;2;1;MOUSE Move {X=419,Y=294}
05/07/2018 12:01:19 274;Leon;ExposeKeyboard;2;1;Text Selection MOUSE 

05/07/2018 12:01:19 274;Leon;ExposeKeyboard;2;1;MOUSE Move {X=416,Y=294}
