Focus Gained 11/06/2018 12:00:56 14
KEYPRESS DOWN LControlKey 11/06/2018 12:00:56 729
Focus Lost 11/06/2018 12:00:56 772
ExposeHK Activated 11/06/2018 12:00:56 842
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 249
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 295
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 323
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 362
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 398
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 442
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 477
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 531
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 561
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 587
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 624
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 661
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 708
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 736
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 774
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 814
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 849
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 886
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 961
KEYPRESS DOWN LControlKey 11/06/2018 12:00:57 970
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 6
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 37
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 74
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 112
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 150
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 206
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 244
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 281
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 319
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 357
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 394
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 431
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 469
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 506
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 545
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 581
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 619
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 657
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 695
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 732
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 770
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 807
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 845
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 883
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 920
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 958
KEYPRESS DOWN LControlKey 11/06/2018 12:00:58 995
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 33
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 71
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 148
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 157
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 183
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 221
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 259
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 296
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 334
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 386
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 408
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 446
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 484
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 521
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 560
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 597
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 635
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 672
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 710
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 747
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 785
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 822
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 860
KEYPRESS DOWN LControlKey 11/06/2018 12:00:59 898
