Focus Gained 11/06/2018 12:20:54 250
KEYPRESS DOWN LControlKey 11/06/2018 12:20:54 964
Focus Lost 11/06/2018 12:20:54 976
ExposeHK Activated 11/06/2018 12:20:55 67
KEYPRESS DOWN LControlKey 11/06/2018 12:20:55 492
KEYPRESS DOWN LControlKey 11/06/2018 12:20:55 530
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:55 557
KEYPRESS UP LShiftKey 11/06/2018 12:20:56 100
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:56 410
KEYPRESS UP LShiftKey 11/06/2018 12:20:56 846
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:57 434
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:57 966
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 3
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 41
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 79
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 115
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 154
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 191
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 228
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 266
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 304
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 341
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 379
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 416
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 454
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 492
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 529
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 567
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 605
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 642
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 680
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 718
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 755
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 793
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 830
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 867
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 905
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 943
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:58 981
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:59 19
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:59 56
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:59 93
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:59 131
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:59 169
KEYPRESS UP LShiftKey 11/06/2018 12:20:59 239
KEYPRESS DOWN LShiftKey 11/06/2018 12:20:59 743
KEYPRESS UP LShiftKey 11/06/2018 12:21:00 148
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:00 417
KEYPRESS UP LShiftKey 11/06/2018 12:21:00 540
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:00 669
KEYPRESS UP LShiftKey 11/06/2018 12:21:00 770
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:00 852
KEYPRESS UP LShiftKey 11/06/2018 12:21:00 954
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:01 56
KEYPRESS UP LShiftKey 11/06/2018 12:21:01 125
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:01 201
KEYPRESS UP LShiftKey 11/06/2018 12:21:01 325
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:01 432
KEYPRESS UP LShiftKey 11/06/2018 12:21:01 491
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:01 572
KEYPRESS UP LShiftKey 11/06/2018 12:21:01 684
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:01 749
KEYPRESS UP LShiftKey 11/06/2018 12:21:01 867
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:01 936
KEYPRESS UP LShiftKey 11/06/2018 12:21:02 50
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:03 65
KEYPRESS DOWN LShiftKey 11/06/2018 12:21:03 615
