Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
18/07/2018 16:35:45.719;52;none;none;none;0;none;none;none;none;none;none;Focus Gained
18/07/2018 16:35:45.732;65;none;none;none;0;none;Mouse;Move;478;71;none;none
18/07/2018 16:35:45.734;67;none;none;none;0;none;Mouse;Move;480;77;none;none
18/07/2018 16:35:45.752;85;none;none;none;0;none;Mouse;Move;481;78;none;none
18/07/2018 16:35:45.752;85;none;none;none;0;none;Mouse;Move;481;79;none;none
18/07/2018 16:35:45.758;91;none;none;none;0;none;Mouse;Move;481;81;none;none
18/07/2018 16:35:45.766;98;none;none;none;0;none;Mouse;Move;481;82;none;none
18/07/2018 16:35:45.774;106;none;none;none;0;none;Mouse;Move;482;84;none;none
18/07/2018 16:35:45.782;114;none;none;none;0;none;Mouse;Move;483;86;none;none
18/07/2018 16:35:45.790;122;none;none;none;0;none;Mouse;Move;484;89;none;none
18/07/2018 16:35:45.803;135;none;none;none;0;none;Mouse;Move;485;94;none;none
18/07/2018 16:35:45.819;152;none;none;none;0;none;Mouse;Move;488;104;none;none
18/07/2018 16:35:45.822;154;none;none;none;0;none;Mouse;Move;490;112;none;none
18/07/2018 16:35:45.835;168;none;none;none;0;none;Mouse;Move;492;119;none;none
18/07/2018 16:35:45.852;185;none;none;none;0;none;Mouse;Move;499;136;none;none
18/07/2018 16:35:45.854;186;none;none;none;0;none;Mouse;Move;503;146;none;none
18/07/2018 16:35:45.869;202;none;none;none;0;none;Mouse;Move;507;155;none;none
18/07/2018 16:35:45.886;219;none;none;none;0;none;Mouse;Move;519;183;none;none
18/07/2018 16:35:45.902;235;none;none;none;0;none;Mouse;Move;523;193;none;none
18/07/2018 16:35:45.920;252;none;none;none;0;none;Mouse;Move;536;222;none;none
18/07/2018 16:35:45.936;269;none;none;none;0;none;Mouse;Move;541;232;none;none
18/07/2018 16:35:45.953;286;none;none;none;0;none;Mouse;Move;551;255;none;none
18/07/2018 16:35:45.958;290;none;none;none;0;none;Mouse;Move;555;259;none;none
18/07/2018 16:35:45.966;298;none;none;none;0;none;Mouse;Move;557;262;none;none
18/07/2018 16:35:45.986;319;none;none;none;0;none;Mouse;Move;558;264;none;none
18/07/2018 16:35:46.166;498;none;none;none;0;none;Mouse;Move;558;264;none;none
18/07/2018 16:35:46.174;506;none;none;none;0;none;Mouse;Move;558;264;none;none
18/07/2018 16:35:46.182;514;none;none;none;0;none;Mouse;Move;557;265;none;none
18/07/2018 16:35:46.190;522;none;none;none;0;none;Mouse;Move;556;265;none;none
18/07/2018 16:35:46.198;530;none;none;none;0;none;Mouse;Move;555;265;none;none
18/07/2018 16:35:46.214;546;none;none;none;0;none;Mouse;Move;555;266;none;none
18/07/2018 16:35:46.222;554;none;none;none;0;none;Mouse;Move;555;266;none;none
18/07/2018 16:35:46.230;562;none;none;none;0;none;Mouse;Move;555;267;none;none
18/07/2018 16:35:46.238;570;none;none;none;0;none;Mouse;Move;554;273;none;none
18/07/2018 16:35:46.246;578;none;none;none;0;none;Mouse;Move;552;279;none;none
18/07/2018 16:35:46.254;586;none;none;none;0;none;Mouse;Move;551;288;none;none
18/07/2018 16:35:46.262;594;none;none;none;0;none;Mouse;Move;549;301;none;none
18/07/2018 16:35:46.270;602;none;none;none;0;none;Mouse;Move;546;316;none;none
