Focus Gained 09/06/2018 15:45:51 38
MOUSE Move {X=489,Y=72} 09/06/2018 15:45:51 775
MOUSE Move {X=487,Y=70} 09/06/2018 15:45:51 793
MOUSE Move {X=485,Y=69} 09/06/2018 15:45:51 803
MOUSE Move {X=482,Y=67} 09/06/2018 15:45:51 818
MOUSE Move {X=477,Y=66} 09/06/2018 15:45:51 836
MOUSE Move {X=472,Y=64} 09/06/2018 15:45:51 858
MOUSE Move {X=468,Y=62} 09/06/2018 15:45:51 877
MOUSE Move {X=465,Y=61} 09/06/2018 15:45:51 894
MOUSE Move {X=464,Y=61} 09/06/2018 15:45:51 904
MOUSE Move {X=463,Y=61} 09/06/2018 15:45:51 923
MOUSE Move {X=462,Y=61} 09/06/2018 15:45:51 945
MOUSE Move {X=462,Y=61} 09/06/2018 15:45:51 980
MOUSE Move {X=462,Y=60} 09/06/2018 15:45:52 17
MOUSE Move {X=462,Y=58} 09/06/2018 15:45:52 174
MOUSE Move {X=462,Y=57} 09/06/2018 15:45:52 206
MOUSE Move {X=461,Y=56} 09/06/2018 15:45:52 218
MOUSE click {X=462,Y=57} 09/06/2018 15:45:52 226
MOUSE Move {X=462,Y=57} 09/06/2018 15:45:52 234
MOUSE Move {X=461,Y=55} 09/06/2018 15:45:52 244
MOUSE Move {X=461,Y=54} 09/06/2018 15:45:52 264
MOUSE Move {X=471,Y=53} 09/06/2018 15:45:52 280
MOUSE Move {X=479,Y=52} 09/06/2018 15:45:52 295
MOUSE Move {X=493,Y=52} 09/06/2018 15:45:52 310
MOUSE Move {X=509,Y=52} 09/06/2018 15:45:52 325
MOUSE Move {X=524,Y=52} 09/06/2018 15:45:52 335
MOUSE Move {X=545,Y=49} 09/06/2018 15:45:52 346
MOUSE Move {X=557,Y=47} 09/06/2018 15:45:52 360
MOUSE Move {X=590,Y=41} 09/06/2018 15:45:52 435
MOUSE Move {X=594,Y=41} 09/06/2018 15:45:52 444
MOUSE Move {X=602,Y=40} 09/06/2018 15:45:52 455
MOUSE Move {X=612,Y=38} 09/06/2018 15:45:52 469
MOUSE Move {X=612,Y=37} 09/06/2018 15:45:52 493
MOUSE Move {X=614,Y=37} 09/06/2018 15:45:52 508
MOUSE Move {X=614,Y=37} 09/06/2018 15:45:52 519
MOUSE Move {X=614,Y=37} 09/06/2018 15:45:52 584
MOUSE Move {X=614,Y=37} 09/06/2018 15:45:52 598
MOUSE Move {X=614,Y=37} 09/06/2018 15:45:52 623
MOUSE Move {X=613,Y=37} 09/06/2018 15:45:52 636
MOUSE Move {X=612,Y=37} 09/06/2018 15:45:52 647
MOUSE Move {X=612,Y=37} 09/06/2018 15:45:52 661
MOUSE Move {X=617,Y=37} 09/06/2018 15:45:52 845
MOUSE Move {X=678,Y=32} 09/06/2018 15:45:52 850
MOUSE Move {X=691,Y=32} 09/06/2018 15:45:52 856
MOUSE Move {X=693,Y=33} 09/06/2018 15:45:52 867
MOUSE Move {X=696,Y=33} 09/06/2018 15:45:52 881
MOUSE Move {X=702,Y=34} 09/06/2018 15:45:52 894
MOUSE Move {X=707,Y=35} 09/06/2018 15:45:52 906
MOUSE Move {X=712,Y=35} 09/06/2018 15:45:52 920
MOUSE Move {X=723,Y=35} 09/06/2018 15:45:52 932
MOUSE Move {X=731,Y=35} 09/06/2018 15:45:52 945
MOUSE Move {X=737,Y=36} 09/06/2018 15:45:52 959
MOUSE Move {X=742,Y=37} 09/06/2018 15:45:52 971
MOUSE Move {X=746,Y=37} 09/06/2018 15:45:52 983
MOUSE Move {X=752,Y=37} 09/06/2018 15:45:52 997
MOUSE Move {X=756,Y=37} 09/06/2018 15:45:53 10
MOUSE Move {X=757,Y=37} 09/06/2018 15:45:53 22
MOUSE Move {X=758,Y=37} 09/06/2018 15:45:53 35
MOUSE Move {X=758,Y=37} 09/06/2018 15:45:53 102
MOUSE Move {X=759,Y=38} 09/06/2018 15:45:53 112
MOUSE Move {X=760,Y=38} 09/06/2018 15:45:53 254
MOUSE Move {X=762,Y=37} 09/06/2018 15:45:53 267
MOUSE release {X=762,Y=37} 09/06/2018 15:45:53 330
MOUSE Move {X=762,Y=37} 09/06/2018 15:45:53 335
MOUSE Move {X=763,Y=36} 09/06/2018 15:45:53 341
MOUSE Move {X=763,Y=36} 09/06/2018 15:45:53 547
MOUSE Move {X=761,Y=55} 09/06/2018 15:45:53 599
MOUSE Move {X=756,Y=89} 09/06/2018 15:45:53 612
MOUSE Move {X=752,Y=133} 09/06/2018 15:45:53 625
MOUSE Move {X=748,Y=177} 09/06/2018 15:45:53 637
MOUSE Move {X=745,Y=219} 09/06/2018 15:45:53 651
MOUSE Move {X=745,Y=254} 09/06/2018 15:45:53 663
MOUSE Move {X=745,Y=276} 09/06/2018 15:45:53 676
MOUSE Move {X=745,Y=295} 09/06/2018 15:45:53 689
MOUSE Move {X=745,Y=309} 09/06/2018 15:45:53 702
MOUSE Move {X=745,Y=319} 09/06/2018 15:45:53 715
KEYPRESS DOWN LControlKey 09/06/2018 15:45:54 756
ExposeHK Activated lalaaaaa 09/06/2018 15:45:54 823
ExposeHK Hidden 09/06/2018 15:45:54 931
KEYPRESS UP LControlKey 09/06/2018 15:45:54 951
KEYPRESS DOWN LControlKey 09/06/2018 15:46:03 136
ExposeHK Activated lalaaaaa 09/06/2018 15:46:03 141
ExposeHK Hidden 09/06/2018 15:46:03 439
KEYPRESS UP LControlKey 09/06/2018 15:46:03 458
KEYPRESS DOWN LControlKey 09/06/2018 15:46:03 839
ExposeHK Activated lalaaaaa 09/06/2018 15:46:03 844
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 371
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 410
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 449
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 484
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 522
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 559
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 597
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 634
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 672
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 710
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 748
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 785
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 823
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 860
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 898
KEYPRESS DOWN LControlKey 09/06/2018 15:46:04 935
