Focus Gained 12/09/2012 6:57:05 p.m. 151
MOUSE click {X=447,Y=173} 12/09/2012 6:57:06 p.m. 201
MOUSE release {X=326,Y=164} 12/09/2012 6:57:06 p.m. 487
MOUSE click {X=852,Y=105} 12/09/2012 6:57:07 p.m. 376
MOUSE release {X=852,Y=105} 12/09/2012 6:57:07 p.m. 486
MOUSE click {X=852,Y=105} 12/09/2012 6:57:07 p.m. 712
MOUSE release {X=852,Y=105} 12/09/2012 6:57:07 p.m. 809
MOUSE click {X=852,Y=105} 12/09/2012 6:57:07 p.m. 920
MOUSE release {X=852,Y=105} 12/09/2012 6:57:08 p.m. 8
MOUSE click {X=852,Y=105} 12/09/2012 6:57:08 p.m. 120
MOUSE release {X=852,Y=105} 12/09/2012 6:57:08 p.m. 192
MOUSE click {X=852,Y=105} 12/09/2012 6:57:08 p.m. 382
MOUSE release {X=852,Y=105} 12/09/2012 6:57:08 p.m. 472
MOUSE click {X=852,Y=105} 12/09/2012 6:57:08 p.m. 637
MOUSE release {X=852,Y=105} 12/09/2012 6:57:08 p.m. 728
MOUSE click {X=852,Y=105} 12/09/2012 6:57:08 p.m. 848
MOUSE release {X=852,Y=105} 12/09/2012 6:57:08 p.m. 944
MOUSE click {X=886,Y=105} 12/09/2012 6:57:09 p.m. 431
MOUSE release {X=886,Y=105} 12/09/2012 6:57:09 p.m. 519
MOUSE click {X=886,Y=105} 12/09/2012 6:57:09 p.m. 841
MOUSE release {X=886,Y=105} 12/09/2012 6:57:09 p.m. 929
MOUSE click {X=886,Y=105} 12/09/2012 6:57:10 p.m. 185
MOUSE release {X=886,Y=105} 12/09/2012 6:57:10 p.m. 275
MOUSE click {X=886,Y=105} 12/09/2012 6:57:10 p.m. 513
MOUSE release {X=886,Y=105} 12/09/2012 6:57:10 p.m. 593
MOUSE click {X=886,Y=105} 12/09/2012 6:57:10 p.m. 857
MOUSE release {X=886,Y=105} 12/09/2012 6:57:10 p.m. 945
MOUSE click {X=886,Y=105} 12/09/2012 6:57:11 p.m. 185
MOUSE release {X=886,Y=105} 12/09/2012 6:57:11 p.m. 273
MOUSE click {X=886,Y=105} 12/09/2012 6:57:11 p.m. 473
MOUSE release {X=886,Y=105} 12/09/2012 6:57:11 p.m. 569
MOUSE click {X=886,Y=105} 12/09/2012 6:57:11 p.m. 737
MOUSE release {X=886,Y=105} 12/09/2012 6:57:11 p.m. 841
MOUSE click {X=886,Y=105} 12/09/2012 6:57:12 p.m. 41
MOUSE release {X=886,Y=105} 12/09/2012 6:57:12 p.m. 121
MOUSE click {X=886,Y=105} 12/09/2012 6:57:12 p.m. 385
MOUSE release {X=886,Y=105} 12/09/2012 6:57:12 p.m. 449
MOUSE click {X=886,Y=105} 12/09/2012 6:57:12 p.m. 673
MOUSE release {X=886,Y=105} 12/09/2012 6:57:12 p.m. 761
MOUSE click {X=886,Y=105} 12/09/2012 6:57:12 p.m. 905
MOUSE release {X=886,Y=105} 12/09/2012 6:57:12 p.m. 993
MOUSE click {X=886,Y=105} 12/09/2012 6:57:13 p.m. 169
MOUSE release {X=886,Y=105} 12/09/2012 6:57:13 p.m. 281
MOUSE click {X=814,Y=33} 12/09/2012 6:57:14 p.m. 343
MOUSE release {X=533,Y=21} 12/09/2012 6:57:16 p.m. 930
MOUSE click {X=602,Y=89} 12/09/2012 6:57:17 p.m. 393
MOUSE release {X=602,Y=89} 12/09/2012 6:57:17 p.m. 464
MOUSE click {X=602,Y=89} 12/09/2012 6:57:17 p.m. 561
MOUSE release {X=602,Y=89} 12/09/2012 6:57:17 p.m. 641
MOUSE click {X=602,Y=89} 12/09/2012 6:57:17 p.m. 753
MOUSE release {X=602,Y=89} 12/09/2012 6:57:17 p.m. 824
MOUSE click {X=602,Y=89} 12/09/2012 6:57:17 p.m. 929
MOUSE release {X=602,Y=89} 12/09/2012 6:57:18 p.m. 9
MOUSE click {X=602,Y=89} 12/09/2012 6:57:18 p.m. 104
MOUSE release {X=602,Y=89} 12/09/2012 6:57:18 p.m. 201
MOUSE click {X=602,Y=89} 12/09/2012 6:57:18 p.m. 297
MOUSE release {X=602,Y=89} 12/09/2012 6:57:18 p.m. 392
MOUSE click {X=602,Y=89} 12/09/2012 6:57:18 p.m. 480
MOUSE release {X=602,Y=89} 12/09/2012 6:57:18 p.m. 569
MOUSE click {X=602,Y=89} 12/09/2012 6:57:18 p.m. 657
MOUSE release {X=602,Y=89} 12/09/2012 6:57:18 p.m. 737
MOUSE click {X=602,Y=89} 12/09/2012 6:57:18 p.m. 824
MOUSE release {X=602,Y=89} 12/09/2012 6:57:18 p.m. 905
MOUSE click {X=602,Y=89} 12/09/2012 6:57:18 p.m. 985
MOUSE release {X=602,Y=89} 12/09/2012 6:57:19 p.m. 56
MOUSE click {X=602,Y=89} 12/09/2012 6:57:19 p.m. 136
MOUSE release {X=602,Y=89} 12/09/2012 6:57:19 p.m. 216
MOUSE click {X=602,Y=89} 12/09/2012 6:57:19 p.m. 313
MOUSE release {X=602,Y=89} 12/09/2012 6:57:19 p.m. 385
MOUSE click {X=699,Y=15} 12/09/2012 6:57:20 p.m. 912
MOUSE release {X=699,Y=15} 12/09/2012 6:57:21 p.m. 17
Focus Lost 12/09/2012 6:57:21 p.m. 40
MOUSE click {X=731,Y=460} 12/09/2012 6:57:21 p.m. 976
MOUSE release {X=731,Y=459} 12/09/2012 6:57:22 p.m. 73
MOUSE click {X=732,Y=448} 12/09/2012 6:57:22 p.m. 336
MOUSE release {X=732,Y=448} 12/09/2012 6:57:22 p.m. 440
Focus Gained 12/09/2012 6:57:22 p.m. 447
Focus Lost 12/09/2012 6:57:22 p.m. 470
