Focus Gained 11/06/2018 12:41:05 96
KEYPRESS DOWN LControlKey 11/06/2018 12:41:05 664
Focus Lost 11/06/2018 12:41:05 802
ExposeHK Activated 11/06/2018 12:41:05 921
KEYPRESS DOWN LControlKey 11/06/2018 12:41:06 192
KEYPRESS DOWN LControlKey 11/06/2018 12:41:06 230
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:06 256
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:06 788
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:06 826
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:06 863
KEYPRESS UP LShiftKey 11/06/2018 12:41:06 907
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:07 213
KEYPRESS UP LShiftKey 11/06/2018 12:41:07 567
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 63
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 596
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 633
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 671
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 709
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 746
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 784
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 821
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 859
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 897
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:08 934
KEYPRESS UP LShiftKey 11/06/2018 12:41:08 982
Focus Gained 11/06/2018 12:41:09 603
ExposeHK Hidden 11/06/2018 12:41:09 610
KEYPRESS UP LControlKey 11/06/2018 12:41:09 632
MOUSE Move {X=481,Y=64} 11/06/2018 12:41:09 978
MOUSE Move {X=481,Y=62} 11/06/2018 12:41:09 987
MOUSE Move {X=482,Y=56} 11/06/2018 12:41:10 0
MOUSE Move {X=487,Y=42} 11/06/2018 12:41:10 13
MOUSE Move {X=493,Y=24} 11/06/2018 12:41:10 25
MOUSE Move {X=499,Y=8} 11/06/2018 12:41:10 39
MOUSE Move {X=503,Y=-6} 11/06/2018 12:41:10 51
MOUSE Move {X=503,Y=-3} 11/06/2018 12:41:10 90
MOUSE Move {X=503,Y=-1} 11/06/2018 12:41:10 103
MOUSE Move {X=503,Y=-1} 11/06/2018 12:41:10 115
MOUSE Move {X=503,Y=0} 11/06/2018 12:41:10 128
MOUSE Move {X=503,Y=0} 11/06/2018 12:41:10 141
MOUSE Move {X=503,Y=2} 11/06/2018 12:41:10 154
MOUSE Move {X=502,Y=6} 11/06/2018 12:41:10 167
MOUSE Move {X=501,Y=10} 11/06/2018 12:41:10 179
MOUSE Move {X=499,Y=15} 11/06/2018 12:41:10 193
MOUSE Move {X=497,Y=21} 11/06/2018 12:41:10 206
MOUSE Move {X=495,Y=28} 11/06/2018 12:41:10 218
MOUSE Move {X=493,Y=33} 11/06/2018 12:41:10 231
MOUSE Move {X=492,Y=38} 11/06/2018 12:41:10 244
MOUSE Move {X=492,Y=41} 11/06/2018 12:41:10 256
MOUSE Move {X=491,Y=43} 11/06/2018 12:41:10 270
MOUSE Move {X=490,Y=44} 11/06/2018 12:41:10 282
MOUSE Move {X=489,Y=47} 11/06/2018 12:41:10 294
MOUSE Move {X=488,Y=50} 11/06/2018 12:41:10 366
MOUSE Move {X=487,Y=51} 11/06/2018 12:41:10 371
MOUSE Move {X=487,Y=51} 11/06/2018 12:41:10 425
MOUSE Move {X=487,Y=52} 11/06/2018 12:41:10 437
MOUSE Move {X=487,Y=52} 11/06/2018 12:41:10 501
MOUSE Move {X=487,Y=52} 11/06/2018 12:41:10 569
MOUSE Move {X=486,Y=52} 11/06/2018 12:41:10 580
MOUSE click {X=486,Y=52} 11/06/2018 12:41:10 655
MOUSE Move {X=486,Y=52} 11/06/2018 12:41:10 663
MOUSE Move {X=486,Y=52} 11/06/2018 12:41:10 728
MOUSE Move {X=493,Y=52} 11/06/2018 12:41:10 733
MOUSE Move {X=499,Y=52} 11/06/2018 12:41:10 756
MOUSE Move {X=544,Y=54} 11/06/2018 12:41:10 767
MOUSE Move {X=595,Y=54} 11/06/2018 12:41:10 778
MOUSE Move {X=612,Y=55} 11/06/2018 12:41:10 789
MOUSE Move {X=635,Y=58} 11/06/2018 12:41:10 800
MOUSE Move {X=661,Y=60} 11/06/2018 12:41:10 812
MOUSE Move {X=699,Y=60} 11/06/2018 12:41:10 824
MOUSE Move {X=715,Y=60} 11/06/2018 12:41:10 838
MOUSE Move {X=732,Y=61} 11/06/2018 12:41:10 852
MOUSE Move {X=759,Y=65} 11/06/2018 12:41:10 865
MOUSE Move {X=777,Y=68} 11/06/2018 12:41:10 880
MOUSE Move {X=790,Y=70} 11/06/2018 12:41:10 893
MOUSE Move {X=801,Y=75} 11/06/2018 12:41:10 905
MOUSE Move {X=808,Y=79} 11/06/2018 12:41:10 917
MOUSE Move {X=816,Y=84} 11/06/2018 12:41:10 929
MOUSE Move {X=827,Y=93} 11/06/2018 12:41:10 940
MOUSE Move {X=842,Y=107} 11/06/2018 12:41:10 954
MOUSE Move {X=852,Y=116} 11/06/2018 12:41:10 967
MOUSE Move {X=862,Y=125} 11/06/2018 12:41:10 980
MOUSE Move {X=874,Y=137} 11/06/2018 12:41:10 993
MOUSE Move {X=884,Y=149} 11/06/2018 12:41:11 6
MOUSE Move {X=889,Y=155} 11/06/2018 12:41:11 18
MOUSE Move {X=891,Y=157} 11/06/2018 12:41:11 101
MOUSE Move {X=891,Y=158} 11/06/2018 12:41:11 108
MOUSE Move {X=892,Y=158} 11/06/2018 12:41:11 122
MOUSE Move {X=892,Y=159} 11/06/2018 12:41:11 211
MOUSE Move {X=893,Y=160} 11/06/2018 12:41:11 225
MOUSE Move {X=893,Y=164} 11/06/2018 12:41:11 238
MOUSE Move {X=897,Y=172} 11/06/2018 12:41:11 250
MOUSE Move {X=901,Y=181} 11/06/2018 12:41:11 263
MOUSE Move {X=909,Y=192} 11/06/2018 12:41:11 276
MOUSE Move {X=922,Y=217} 11/06/2018 12:41:11 289
MOUSE Move {X=937,Y=248} 11/06/2018 12:41:11 302
MOUSE Move {X=953,Y=270} 11/06/2018 12:41:11 314
MOUSE Move {X=968,Y=294} 11/06/2018 12:41:11 326
MOUSE Move {X=975,Y=310} 11/06/2018 12:41:11 340
MOUSE Move {X=980,Y=324} 11/06/2018 12:41:11 353
MOUSE Move {X=990,Y=345} 11/06/2018 12:41:11 365
MOUSE Move {X=999,Y=358} 11/06/2018 12:41:11 379
MOUSE Move {X=1003,Y=369} 11/06/2018 12:41:11 391
MOUSE Move {X=1009,Y=379} 11/06/2018 12:41:11 403
MOUSE Move {X=1014,Y=385} 11/06/2018 12:41:11 417
MOUSE Move {X=1017,Y=389} 11/06/2018 12:41:11 430
MOUSE Move {X=1017,Y=389} 11/06/2018 12:41:11 442
MOUSE Move {X=1017,Y=389} 11/06/2018 12:41:11 456
MOUSE Move {X=1017,Y=389} 11/06/2018 12:41:11 468
MOUSE Move {X=1017,Y=389} 11/06/2018 12:41:11 480
MOUSE Move {X=1017,Y=389} 11/06/2018 12:41:11 519
MOUSE Move {X=1017,Y=389} 11/06/2018 12:41:11 533
MOUSE Move {X=1018,Y=388} 11/06/2018 12:41:11 733
MOUSE Move {X=1018,Y=388} 11/06/2018 12:41:11 744
MOUSE Move {X=1019,Y=387} 11/06/2018 12:41:11 755
MOUSE Move {X=1020,Y=386} 11/06/2018 12:41:11 766
MOUSE Move {X=1021,Y=385} 11/06/2018 12:41:11 778
MOUSE Move {X=1022,Y=384} 11/06/2018 12:41:11 791
MOUSE Move {X=1022,Y=383} 11/06/2018 12:41:11 805
MOUSE Move {X=1022,Y=381} 11/06/2018 12:41:11 817
MOUSE Move {X=1019,Y=371} 11/06/2018 12:41:11 829
MOUSE Move {X=1013,Y=360} 11/06/2018 12:41:11 843
MOUSE Move {X=1004,Y=340} 11/06/2018 12:41:11 855
MOUSE Move {X=980,Y=290} 11/06/2018 12:41:11 870
MOUSE Move {X=957,Y=237} 11/06/2018 12:41:11 883
MOUSE Move {X=933,Y=187} 11/06/2018 12:41:11 896
MOUSE Move {X=918,Y=156} 11/06/2018 12:41:11 910
MOUSE Move {X=905,Y=129} 11/06/2018 12:41:11 922
MOUSE Move {X=884,Y=92} 11/06/2018 12:41:11 936
MOUSE Move {X=866,Y=67} 11/06/2018 12:41:11 950
MOUSE Move {X=851,Y=50} 11/06/2018 12:41:11 962
MOUSE Move {X=844,Y=41} 11/06/2018 12:41:11 973
MOUSE Move {X=841,Y=37} 11/06/2018 12:41:11 984
MOUSE Move {X=840,Y=34} 11/06/2018 12:41:11 996
MOUSE Move {X=837,Y=32} 11/06/2018 12:41:12 9
MOUSE Move {X=836,Y=30} 11/06/2018 12:41:12 22
MOUSE Move {X=835,Y=29} 11/06/2018 12:41:12 35
MOUSE Move {X=834,Y=28} 11/06/2018 12:41:12 48
MOUSE Move {X=834,Y=27} 11/06/2018 12:41:12 176
MOUSE Move {X=833,Y=27} 11/06/2018 12:41:12 188
MOUSE Move {X=833,Y=27} 11/06/2018 12:41:12 202
MOUSE Move {X=832,Y=26} 11/06/2018 12:41:12 215
MOUSE Move {X=832,Y=26} 11/06/2018 12:41:12 227
MOUSE Move {X=831,Y=24} 11/06/2018 12:41:12 240
MOUSE Move {X=830,Y=23} 11/06/2018 12:41:12 255
MOUSE Move {X=828,Y=22} 11/06/2018 12:41:12 265
MOUSE Move {X=827,Y=19} 11/06/2018 12:41:12 279
MOUSE Move {X=827,Y=17} 11/06/2018 12:41:12 292
MOUSE Move {X=826,Y=15} 11/06/2018 12:41:12 305
MOUSE Move {X=824,Y=13} 11/06/2018 12:41:12 318
MOUSE Move {X=823,Y=11} 11/06/2018 12:41:12 331
MOUSE Move {X=823,Y=11} 11/06/2018 12:41:12 343
MOUSE Move {X=822,Y=10} 11/06/2018 12:41:12 356
MOUSE Move {X=822,Y=10} 11/06/2018 12:41:12 382
MOUSE Move {X=822,Y=9} 11/06/2018 12:41:12 394
MOUSE Move {X=821,Y=9} 11/06/2018 12:41:12 433
MOUSE Move {X=821,Y=9} 11/06/2018 12:41:12 460
MOUSE Move {X=821,Y=9} 11/06/2018 12:41:12 473
MOUSE release {X=821,Y=9} 11/06/2018 12:41:12 485
MOUSE Move {X=821,Y=9} 11/06/2018 12:41:12 493
KEYPRESS DOWN LControlKey 11/06/2018 12:41:12 747
Focus Lost 11/06/2018 12:41:12 754
ExposeHK Activated 11/06/2018 12:41:12 811
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 278
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 316
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 354
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 391
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 429
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 466
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 504
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 541
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 579
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 617
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 654
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 692
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 730
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 767
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 805
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 861
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 899
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 936
KEYPRESS DOWN LControlKey 11/06/2018 12:41:13 974
KEYPRESS DOWN LControlKey 11/06/2018 12:41:14 12
KEYPRESS DOWN LControlKey 11/06/2018 12:41:14 49
KEYPRESS DOWN LControlKey 11/06/2018 12:41:14 87
KEYPRESS DOWN LControlKey 11/06/2018 12:41:14 124
KEYPRESS DOWN LControlKey 11/06/2018 12:41:14 161
KEYPRESS DOWN LControlKey 11/06/2018 12:41:14 199
KEYPRESS DOWN LControlKey 11/06/2018 12:41:14 237
KEYPRESS DOWN LControlKey 11/06/2018 12:41:14 275
KEYPRESS DOWN LControlKey 11/06/2018 12:41:14 312
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:14 328
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:14 861
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:14 897
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:14 935
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:14 973
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 10
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 48
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 86
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 124
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 161
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 199
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 236
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 273
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 311
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 349
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 386
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 424
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 462
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 500
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 537
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 575
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 613
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 650
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 687
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 724
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 763
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 800
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 838
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 876
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 913
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 950
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:15 989
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 26
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 63
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 101
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 139
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 176
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 214
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 251
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 289
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 327
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 364
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 402
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 440
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 477
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 515
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 552
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 590
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 628
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 666
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 703
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 740
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 777
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 815
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 853
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 909
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 946
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:16 984
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 22
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 60
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 97
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 134
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 172
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 210
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 247
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 285
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 323
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 360
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 398
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 435
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 473
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 511
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 549
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 587
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 624
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 662
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 699
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 737
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 774
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 812
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 849
KEYPRESS DOWN LShiftKey 11/06/2018 12:41:17 887
