Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
26/07/2018 15:24:09.425;37;none;none;none;0;none;none;none;none;none;none;Focus Gained
26/07/2018 15:24:09.836;449;none;none;none;0;none;Mouse;Move;982;739;none;none
26/07/2018 15:24:09.843;456;none;none;none;0;none;Mouse;Move;981;739;none;none
26/07/2018 15:24:09.851;464;none;none;none;0;none;Mouse;Move;978;737;none;none
26/07/2018 15:24:09.859;472;none;none;none;0;none;Mouse;Move;972;730;none;none
26/07/2018 15:24:09.867;480;none;none;none;0;none;Mouse;Move;964;718;none;none
26/07/2018 15:24:09.875;488;none;none;none;0;none;Mouse;Move;955;708;none;none
26/07/2018 15:24:09.883;496;none;none;none;0;none;Mouse;Move;944;699;none;none
26/07/2018 15:24:09.891;504;none;none;none;0;none;Mouse;Move;938;693;none;none
26/07/2018 15:24:09.899;512;none;none;none;0;none;Mouse;Move;932;687;none;none
26/07/2018 15:24:09.907;520;none;none;none;0;none;Mouse;Move;928;685;none;none
26/07/2018 15:24:09.915;528;none;none;none;0;none;Mouse;Move;926;681;none;none
26/07/2018 15:24:09.923;536;none;none;none;0;none;Mouse;Move;925;679;none;none
26/07/2018 15:24:09.931;544;none;none;none;0;none;Mouse;Move;923;677;none;none
26/07/2018 15:24:09.939;552;none;none;none;0;none;Mouse;Move;923;674;none;none
26/07/2018 15:24:09.947;560;none;none;none;0;none;Mouse;Move;923;671;none;none
26/07/2018 15:24:09.955;568;none;none;none;0;none;Mouse;Move;922;669;none;none
26/07/2018 15:24:09.963;576;none;none;none;0;none;Mouse;Move;921;667;none;none
26/07/2018 15:24:09.971;584;none;none;none;0;none;Mouse;Move;921;665;none;none
26/07/2018 15:24:09.979;592;none;none;none;0;none;Mouse;Move;921;663;none;none
26/07/2018 15:24:09.987;600;none;none;none;0;none;Mouse;Move;921;661;none;none
26/07/2018 15:24:09.995;608;none;none;none;0;none;Mouse;Move;920;660;none;none
26/07/2018 15:24:10.3;616;none;none;none;0;none;Mouse;Move;920;658;none;none
26/07/2018 15:24:10.11;624;none;none;none;0;none;Mouse;Move;920;655;none;none
26/07/2018 15:24:10.19;632;none;none;none;0;none;Mouse;Move;918;652;none;none
26/07/2018 15:24:10.27;640;none;none;none;0;none;Mouse;Move;917;650;none;none
26/07/2018 15:24:10.35;648;none;none;none;0;none;Mouse;Move;916;648;none;none
26/07/2018 15:24:10.43;656;none;none;none;0;none;Mouse;Move;914;644;none;none
26/07/2018 15:24:10.51;664;none;none;none;0;none;Mouse;Move;913;642;none;none
26/07/2018 15:24:10.59;672;none;none;none;0;none;Mouse;Move;912;640;none;none
26/07/2018 15:24:10.67;680;none;none;none;0;none;Mouse;Move;911;637;none;none
26/07/2018 15:24:10.75;688;none;none;none;0;none;Mouse;Move;909;635;none;none
26/07/2018 15:24:10.83;696;none;none;none;0;none;Mouse;Move;909;635;none;none
26/07/2018 15:24:10.91;704;none;none;none;0;none;Mouse;Move;909;633;none;none
26/07/2018 15:24:10.99;712;none;none;none;0;none;Mouse;Move;909;633;none;none
26/07/2018 15:24:10.107;720;none;none;none;0;none;Mouse;Move;909;632;none;none
26/07/2018 15:24:10.123;736;none;none;none;0;none;Mouse;Move;908;632;none;none
26/07/2018 15:24:10.163;776;none;none;none;0;none;Mouse;Move;908;632;none;none
26/07/2018 15:24:10.315;928;none;none;none;0;none;Mouse;Move;908;631;none;none
26/07/2018 15:24:10.331;944;none;none;none;0;none;Mouse;Move;908;630;none;none
26/07/2018 15:24:10.339;952;none;none;none;0;none;Mouse;Move;908;630;none;none
26/07/2018 15:24:10.347;960;none;none;none;0;none;Mouse;Move;908;630;none;none
26/07/2018 15:24:10.355;968;none;none;none;0;none;Mouse;Move;908;629;none;none
26/07/2018 15:24:10.379;992;none;none;none;0;none;Mouse;Move;907;629;none;none
26/07/2018 15:24:10.387;1000;none;none;none;0;none;Mouse;Move;907;629;none;none
26/07/2018 15:24:10.395;1008;none;none;none;0;none;Mouse;Move;907;628;none;none
26/07/2018 15:24:10.418;1031;none;none;none;0;none;Mouse;Move;907;627;none;none
26/07/2018 15:24:10.420;1032;none;none;none;0;none;Mouse;Move;906;627;none;none
26/07/2018 15:24:10.459;1072;none;none;none;0;none;Mouse;Move;906;627;none;none
26/07/2018 15:24:10.491;1104;none;none;none;0;none;Mouse;Move;906;626;none;none
26/07/2018 15:24:10.499;1112;none;none;none;0;none;Mouse;Move;906;626;none;none
26/07/2018 15:24:10.507;1120;none;none;none;0;none;Mouse;Move;906;626;none;none
26/07/2018 15:24:10.515;1128;none;none;none;0;none;Mouse;Move;906;625;none;none
26/07/2018 15:24:10.523;1136;none;none;none;0;none;Mouse;Move;905;625;none;none
26/07/2018 15:24:10.531;1144;none;none;none;0;none;Mouse;Move;905;623;none;none
26/07/2018 15:24:10.539;1152;none;none;none;0;none;Mouse;Move;905;623;none;none
26/07/2018 15:24:10.547;1160;none;none;none;0;none;Mouse;Move;905;621;none;none
26/07/2018 15:24:10.555;1168;none;none;none;0;none;Mouse;Move;905;621;none;none
26/07/2018 15:24:10.563;1176;none;none;none;0;none;Mouse;Move;904;620;none;none
26/07/2018 15:24:10.571;1184;none;none;none;0;none;Mouse;Move;903;619;none;none
26/07/2018 15:24:10.579;1192;none;none;none;0;none;Mouse;Move;903;618;none;none
26/07/2018 15:24:10.587;1200;none;none;none;0;none;Mouse;Move;903;617;none;none
26/07/2018 15:24:10.595;1208;none;none;none;0;none;Mouse;Move;903;617;none;none
26/07/2018 15:24:10.603;1216;none;none;none;0;none;Mouse;Move;903;616;none;none
26/07/2018 15:24:10.611;1224;none;none;none;0;none;Mouse;Move;903;615;none;none
26/07/2018 15:24:10.619;1232;none;none;none;0;none;Mouse;Move;902;615;none;none
26/07/2018 15:24:10.627;1240;none;none;none;0;none;Mouse;Move;902;614;none;none
26/07/2018 15:24:10.635;1248;none;none;none;0;none;Mouse;Move;902;614;none;none
26/07/2018 15:24:10.651;1264;none;none;none;0;none;Mouse;Move;902;613;none;none
26/07/2018 15:24:10.659;1272;none;none;none;0;none;Mouse;Move;902;613;none;none
26/07/2018 15:24:10.667;1280;none;none;none;0;none;Mouse;Move;902;613;none;none
26/07/2018 15:24:10.771;1384;none;none;none;0;none;Mouse;Click;902;613;none;none
26/07/2018 15:24:10.771;1384;none;none;none;0;none;Mouse;Move;902;613;none;none
26/07/2018 15:24:10.923;1536;none;none;none;0;none;Mouse;Release;902;613;none;none
26/07/2018 15:24:10.924;1537;none;none;none;0;none;Mouse;Move;902;613;none;none
26/07/2018 15:24:10.936;1549;none;none;none;0;none;none;none;none;none;none;Click radioButton6
26/07/2018 15:24:11.123;1736;none;none;none;0;none;Mouse;Move;901;613;none;none
26/07/2018 15:24:11.132;1745;none;none;none;0;none;Mouse;Move;901;613;none;none
26/07/2018 15:24:11.139;1752;none;none;none;0;none;Mouse;Move;895;613;none;none
26/07/2018 15:24:11.147;1760;none;none;none;0;none;Mouse;Move;883;613;none;none
26/07/2018 15:24:11.156;1769;none;none;none;0;none;Mouse;Move;869;613;none;none
26/07/2018 15:24:11.163;1776;none;none;none;0;none;Mouse;Move;848;613;none;none
26/07/2018 15:24:11.171;1784;none;none;none;0;none;Mouse;Move;828;614;none;none
26/07/2018 15:24:11.179;1792;none;none;none;0;none;Mouse;Move;799;616;none;none
26/07/2018 15:24:11.187;1800;none;none;none;0;none;Mouse;Move;766;616;none;none
26/07/2018 15:24:11.195;1808;none;none;none;0;none;Mouse;Move;740;615;none;none
26/07/2018 15:24:11.203;1816;none;none;none;0;none;Mouse;Move;710;615;none;none
26/07/2018 15:24:11.211;1824;none;none;none;0;none;Mouse;Move;692;616;none;none
26/07/2018 15:24:11.219;1832;none;none;none;0;none;Mouse;Move;672;617;none;none
26/07/2018 15:24:11.227;1840;none;none;none;0;none;Mouse;Move;659;618;none;none
26/07/2018 15:24:11.235;1848;none;none;none;0;none;Mouse;Move;650;619;none;none
26/07/2018 15:24:11.243;1856;none;none;none;0;none;Mouse;Move;644;621;none;none
26/07/2018 15:24:11.251;1864;none;none;none;0;none;Mouse;Move;642;622;none;none
26/07/2018 15:24:11.259;1872;none;none;none;0;none;Mouse;Move;640;622;none;none
26/07/2018 15:24:11.267;1880;none;none;none;0;none;Mouse;Move;640;623;none;none
26/07/2018 15:24:11.275;1888;none;none;none;0;none;Mouse;Move;640;624;none;none
26/07/2018 15:24:11.283;1896;none;none;none;0;none;Mouse;Move;638;624;none;none
26/07/2018 15:24:11.291;1904;none;none;none;0;none;Mouse;Move;638;624;none;none
26/07/2018 15:24:11.299;1912;none;none;none;0;none;Mouse;Move;637;625;none;none
26/07/2018 15:24:11.307;1920;none;none;none;0;none;Mouse;Move;636;625;none;none
26/07/2018 15:24:11.315;1928;none;none;none;0;none;Mouse;Move;634;626;none;none
26/07/2018 15:24:11.323;1936;none;none;none;0;none;Mouse;Move;631;628;none;none
26/07/2018 15:24:11.331;1944;none;none;none;0;none;Mouse;Move;629;629;none;none
26/07/2018 15:24:11.339;1952;none;none;none;0;none;Mouse;Move;627;630;none;none
26/07/2018 15:24:11.347;1960;none;none;none;0;none;Mouse;Move;624;632;none;none
26/07/2018 15:24:11.355;1968;none;none;none;0;none;Mouse;Move;622;632;none;none
26/07/2018 15:24:11.365;1978;none;none;none;0;none;Mouse;Move;621;633;none;none
26/07/2018 15:24:11.371;1984;none;none;none;0;none;Mouse;Move;618;634;none;none
26/07/2018 15:24:11.379;1992;none;none;none;0;none;Mouse;Move;617;634;none;none
26/07/2018 15:24:11.387;2000;none;none;none;0;none;Mouse;Move;615;635;none;none
26/07/2018 15:24:11.395;2008;none;none;none;0;none;Mouse;Move;612;635;none;none
26/07/2018 15:24:11.403;2016;none;none;none;0;none;Mouse;Move;609;635;none;none
26/07/2018 15:24:11.411;2024;none;none;none;0;none;Mouse;Move;606;636;none;none
26/07/2018 15:24:11.419;2032;none;none;none;0;none;Mouse;Move;601;637;none;none
26/07/2018 15:24:11.427;2040;none;none;none;0;none;Mouse;Move;596;637;none;none
26/07/2018 15:24:11.435;2048;none;none;none;0;none;Mouse;Move;590;638;none;none
26/07/2018 15:24:11.443;2056;none;none;none;0;none;Mouse;Move;584;638;none;none
26/07/2018 15:24:11.451;2064;none;none;none;0;none;Mouse;Move;577;639;none;none
26/07/2018 15:24:11.459;2072;none;none;none;0;none;Mouse;Move;570;639;none;none
26/07/2018 15:24:11.467;2080;none;none;none;0;none;Mouse;Move;562;640;none;none
26/07/2018 15:24:11.475;2088;none;none;none;0;none;Mouse;Move;554;641;none;none
26/07/2018 15:24:11.483;2096;none;none;none;0;none;Mouse;Move;544;642;none;none
26/07/2018 15:24:11.491;2104;none;none;none;0;none;Mouse;Move;534;643;none;none
26/07/2018 15:24:11.499;2112;none;none;none;0;none;Mouse;Move;522;643;none;none
26/07/2018 15:24:11.507;2120;none;none;none;0;none;Mouse;Move;510;643;none;none
26/07/2018 15:24:11.515;2128;none;none;none;0;none;Mouse;Move;498;643;none;none
26/07/2018 15:24:11.523;2136;none;none;none;0;none;Mouse;Move;487;644;none;none
26/07/2018 15:24:11.531;2144;none;none;none;0;none;Mouse;Move;476;644;none;none
26/07/2018 15:24:11.539;2152;none;none;none;0;none;Mouse;Move;465;644;none;none
26/07/2018 15:24:11.547;2160;none;none;none;0;none;Mouse;Move;454;644;none;none
26/07/2018 15:24:11.555;2168;none;none;none;0;none;Mouse;Move;443;645;none;none
26/07/2018 15:24:11.563;2176;none;none;none;0;none;Mouse;Move;433;645;none;none
26/07/2018 15:24:11.571;2184;none;none;none;0;none;Mouse;Move;424;645;none;none
