Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
26/07/2018 15:37:28.931;20;none;none;none;0;none;none;none;none;none;none;Focus Gained
26/07/2018 15:37:29.292;380;none;none;none;0;none;Mouse;Move;1005;742;none;none
26/07/2018 15:37:29.307;395;none;none;none;0;none;Mouse;Move;1004;742;none;none
26/07/2018 15:37:29.323;412;none;none;none;0;none;Mouse;Move;1004;742;none;none
26/07/2018 15:37:29.331;419;none;none;none;0;none;Mouse;Move;1003;742;none;none
26/07/2018 15:37:29.339;427;none;none;none;0;none;Mouse;Move;1003;742;none;none
26/07/2018 15:37:29.347;435;none;none;none;0;none;Mouse;Move;1003;741;none;none
26/07/2018 15:37:29.355;443;none;none;none;0;none;Mouse;Move;1000;734;none;none
26/07/2018 15:37:29.363;451;none;none;none;0;none;Mouse;Move;992;716;none;none
26/07/2018 15:37:29.371;459;none;none;none;0;none;Mouse;Move;980;694;none;none
26/07/2018 15:37:29.379;467;none;none;none;0;none;Mouse;Move;964;674;none;none
26/07/2018 15:37:29.387;475;none;none;none;0;none;Mouse;Move;953;661;none;none
26/07/2018 15:37:29.395;484;none;none;none;0;none;Mouse;Move;943;652;none;none
26/07/2018 15:37:29.403;491;none;none;none;0;none;Mouse;Move;934;644;none;none
26/07/2018 15:37:29.411;499;none;none;none;0;none;Mouse;Move;925;638;none;none
26/07/2018 15:37:29.419;507;none;none;none;0;none;Mouse;Move;917;631;none;none
26/07/2018 15:37:29.427;515;none;none;none;0;none;Mouse;Move;912;627;none;none
26/07/2018 15:37:29.435;523;none;none;none;0;none;Mouse;Move;909;624;none;none
26/07/2018 15:37:29.443;531;none;none;none;0;none;Mouse;Move;905;621;none;none
26/07/2018 15:37:29.451;539;none;none;none;0;none;Mouse;Move;904;619;none;none
26/07/2018 15:37:29.459;547;none;none;none;0;none;Mouse;Move;903;617;none;none
26/07/2018 15:37:29.467;555;none;none;none;0;none;Mouse;Move;903;616;none;none
26/07/2018 15:37:29.475;563;none;none;none;0;none;Mouse;Move;903;615;none;none
26/07/2018 15:37:29.483;571;none;none;none;0;none;Mouse;Move;902;614;none;none
26/07/2018 15:37:29.491;579;none;none;none;0;none;Mouse;Move;902;613;none;none
26/07/2018 15:37:29.499;588;none;none;none;0;none;Mouse;Move;901;611;none;none
26/07/2018 15:37:29.507;595;none;none;none;0;none;Mouse;Move;901;611;none;none
26/07/2018 15:37:29.515;603;none;none;none;0;none;Mouse;Move;901;610;none;none
26/07/2018 15:37:29.523;611;none;none;none;0;none;Mouse;Move;901;610;none;none
26/07/2018 15:37:29.531;619;none;none;none;0;none;Mouse;Move;901;608;none;none
26/07/2018 15:37:29.539;627;none;none;none;0;none;Mouse;Move;901;606;none;none
26/07/2018 15:37:29.547;635;none;none;none;0;none;Mouse;Move;901;605;none;none
26/07/2018 15:37:29.555;643;none;none;none;0;none;Mouse;Move;901;603;none;none
26/07/2018 15:37:29.563;651;none;none;none;0;none;Mouse;Move;901;600;none;none
26/07/2018 15:37:29.571;659;none;none;none;0;none;Mouse;Move;900;598;none;none
26/07/2018 15:37:29.579;667;none;none;none;0;none;Mouse;Move;900;597;none;none
26/07/2018 15:37:29.587;675;none;none;none;0;none;Mouse;Move;899;596;none;none
26/07/2018 15:37:29.603;692;none;none;none;0;none;Mouse;Move;899;596;none;none
