Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
25/07/2018 14:33:20.423;22;none;none;none;0;none;none;none;none;none;none;Focus Gained
25/07/2018 14:33:21.104;703;none;none;none;0;none;Mouse;Move;995;742;none;none
25/07/2018 14:33:21.124;723;none;none;none;0;none;Mouse;Move;995;741;none;none
25/07/2018 14:33:21.133;732;none;none;none;0;none;Mouse;Move;995;741;none;none
25/07/2018 14:33:21.140;739;none;none;none;0;none;Mouse;Move;995;741;none;none
25/07/2018 14:33:21.150;749;none;none;none;0;none;Mouse;Move;987;740;none;none
25/07/2018 14:33:21.158;757;none;none;none;0;none;Mouse;Move;960;737;none;none
25/07/2018 14:33:21.166;765;none;none;none;0;none;Mouse;Move;931;734;none;none
25/07/2018 14:33:21.173;772;none;none;none;0;none;Mouse;Move;899;732;none;none
25/07/2018 14:33:21.180;779;none;none;none;0;none;Mouse;Move;873;727;none;none
25/07/2018 14:33:21.188;787;none;none;none;0;none;Mouse;Move;838;724;none;none
25/07/2018 14:33:21.196;795;none;none;none;0;none;Mouse;Move;814;721;none;none
25/07/2018 14:33:21.204;803;none;none;none;0;none;Mouse;Move;788;718;none;none
25/07/2018 14:33:21.212;811;none;none;none;0;none;Mouse;Move;772;715;none;none
25/07/2018 14:33:21.220;819;none;none;none;0;none;Mouse;Move;755;714;none;none
25/07/2018 14:33:21.228;827;none;none;none;0;none;Mouse;Move;742;712;none;none
25/07/2018 14:33:21.237;837;none;none;none;0;none;Mouse;Move;730;710;none;none
25/07/2018 14:33:21.244;843;none;none;none;0;none;Mouse;Move;719;708;none;none
25/07/2018 14:33:21.252;851;none;none;none;0;none;Mouse;Move;708;707;none;none
25/07/2018 14:33:21.260;859;none;none;none;0;none;Mouse;Move;698;705;none;none
25/07/2018 14:33:21.268;867;none;none;none;0;none;Mouse;Move;686;703;none;none
25/07/2018 14:33:21.276;875;none;none;none;0;none;Mouse;Move;679;701;none;none
25/07/2018 14:33:21.284;883;none;none;none;0;none;Mouse;Move;667;699;none;none
25/07/2018 14:33:21.292;891;none;none;none;0;none;Mouse;Move;660;697;none;none
25/07/2018 14:33:21.300;899;none;none;none;0;none;Mouse;Move;653;695;none;none
25/07/2018 14:33:21.308;907;none;none;none;0;none;Mouse;Move;646;693;none;none
25/07/2018 14:33:21.316;915;none;none;none;0;none;Mouse;Move;640;692;none;none
25/07/2018 14:33:21.324;923;none;none;none;0;none;Mouse;Move;634;691;none;none
25/07/2018 14:33:21.332;931;none;none;none;0;none;Mouse;Move;629;690;none;none
25/07/2018 14:33:21.340;939;none;none;none;0;none;Mouse;Move;624;690;none;none
25/07/2018 14:33:21.348;947;none;none;none;0;none;Mouse;Move;617;689;none;none
25/07/2018 14:33:21.356;955;none;none;none;0;none;Mouse;Move;611;687;none;none
25/07/2018 14:33:21.364;963;none;none;none;0;none;Mouse;Move;606;685;none;none
25/07/2018 14:33:21.372;971;none;none;none;0;none;Mouse;Move;601;682;none;none
25/07/2018 14:33:21.380;979;none;none;none;0;none;Mouse;Move;595;680;none;none
25/07/2018 14:33:21.389;988;none;none;none;0;none;Mouse;Move;590;677;none;none
25/07/2018 14:33:21.396;995;none;none;none;0;none;Mouse;Move;585;675;none;none
25/07/2018 14:33:21.404;1003;none;none;none;0;none;Mouse;Move;583;674;none;none
25/07/2018 14:33:21.412;1011;none;none;none;0;none;Mouse;Move;581;673;none;none
25/07/2018 14:33:21.420;1019;none;none;none;0;none;Mouse;Move;580;673;none;none
25/07/2018 14:33:21.428;1027;none;none;none;0;none;Mouse;Move;579;672;none;none
25/07/2018 14:33:21.516;1115;none;none;none;0;none;Mouse;Move;578;672;none;none
25/07/2018 14:33:21.524;1123;none;none;none;0;none;Mouse;Move;578;672;none;none
25/07/2018 14:33:21.532;1131;none;none;none;0;none;Mouse;Move;577;672;none;none
25/07/2018 14:33:21.540;1139;none;none;none;0;none;Mouse;Move;577;672;none;none
25/07/2018 14:33:21.548;1147;none;none;none;0;none;Mouse;Move;576;672;none;none
25/07/2018 14:33:21.556;1155;none;none;none;0;none;Mouse;Move;576;671;none;none
25/07/2018 14:33:21.708;1307;none;none;none;0;none;Mouse;Click;576;671;none;none
25/07/2018 14:33:21.709;1308;none;none;none;0;none;Mouse;Move;576;671;none;none
25/07/2018 14:33:21.844;1444;none;none;none;0;none;Mouse;Release;576;671;none;none
25/07/2018 14:33:21.845;1444;none;none;none;0;none;Mouse;Move;576;671;none;none
25/07/2018 14:33:21.851;1451;none;none;none;0;none;none;none;none;none;none;Click radioButton3
25/07/2018 14:33:22.60;1659;none;none;none;0;none;Mouse;Move;576;671;none;none
25/07/2018 14:33:22.68;1667;none;none;none;0;none;Mouse;Move;576;671;none;none
25/07/2018 14:33:22.76;1675;none;none;none;0;none;Mouse;Move;580;670;none;none
25/07/2018 14:33:22.84;1683;none;none;none;0;none;Mouse;Move;589;667;none;none
25/07/2018 14:33:22.92;1691;none;none;none;0;none;Mouse;Move;601;666;none;none
25/07/2018 14:33:22.100;1699;none;none;none;0;none;Mouse;Move;616;664;none;none
25/07/2018 14:33:22.108;1707;none;none;none;0;none;Mouse;Move;638;660;none;none
25/07/2018 14:33:22.117;1716;none;none;none;0;none;Mouse;Move;664;657;none;none
25/07/2018 14:33:22.124;1723;none;none;none;0;none;Mouse;Move;688;652;none;none
25/07/2018 14:33:22.132;1731;none;none;none;0;none;Mouse;Move;715;649;none;none
25/07/2018 14:33:22.140;1739;none;none;none;0;none;Mouse;Move;738;646;none;none
25/07/2018 14:33:22.148;1747;none;none;none;0;none;Mouse;Move;762;643;none;none
25/07/2018 14:33:22.156;1755;none;none;none;0;none;Mouse;Move;789;638;none;none
25/07/2018 14:33:22.164;1763;none;none;none;0;none;Mouse;Move;813;635;none;none
25/07/2018 14:33:22.173;1772;none;none;none;0;none;Mouse;Move;834;633;none;none
25/07/2018 14:33:22.204;1803;none;none;none;0;none;Mouse;Move;889;628;none;none
25/07/2018 14:33:22.212;1811;none;none;none;0;none;Mouse;Move;896;628;none;none
25/07/2018 14:33:22.220;1819;none;none;none;0;none;Mouse;Move;901;628;none;none
25/07/2018 14:33:22.228;1827;none;none;none;0;none;Mouse;Move;903;628;none;none
25/07/2018 14:33:22.236;1835;none;none;none;0;none;Mouse;Move;903;628;none;none
25/07/2018 14:33:22.316;1915;none;none;none;0;none;Mouse;Move;904;628;none;none
25/07/2018 14:33:22.324;1923;none;none;none;0;none;Mouse;Move;904;628;none;none
25/07/2018 14:33:22.332;1931;none;none;none;0;none;Mouse;Move;905;628;none;none
25/07/2018 14:33:22.340;1939;none;none;none;0;none;Mouse;Move;907;628;none;none
25/07/2018 14:33:22.348;1947;none;none;none;0;none;Mouse;Move;909;629;none;none
