Focus Gained 11/06/2018 11:40:09 626
MOUSE Move {X=482,Y=72} 11/06/2018 11:40:09 778
MOUSE Move {X=482,Y=72} 11/06/2018 11:40:09 795
MOUSE Move {X=483,Y=73} 11/06/2018 11:40:09 808
MOUSE Move {X=485,Y=75} 11/06/2018 11:40:09 851
MOUSE Move {X=485,Y=76} 11/06/2018 11:40:09 874
MOUSE Move {X=486,Y=76} 11/06/2018 11:40:09 892
MOUSE Move {X=486,Y=76} 11/06/2018 11:40:09 918
MOUSE Move {X=487,Y=77} 11/06/2018 11:40:09 941
MOUSE Move {X=490,Y=81} 11/06/2018 11:40:10 40
MOUSE Move {X=498,Y=85} 11/06/2018 11:40:10 85
MOUSE Move {X=519,Y=106} 11/06/2018 11:40:10 119
MOUSE Move {X=534,Y=118} 11/06/2018 11:40:10 156
MOUSE Move {X=542,Y=128} 11/06/2018 11:40:10 203
MOUSE Move {X=545,Y=130} 11/06/2018 11:40:10 252
MOUSE Move {X=546,Y=131} 11/06/2018 11:40:10 275
MOUSE Move {X=547,Y=131} 11/06/2018 11:40:10 285
KEYPRESS DOWN LControlKey 11/06/2018 11:40:10 988
Focus Lost 11/06/2018 11:40:10 998
ExposeHK Activated 11/06/2018 11:40:11 61
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 535
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 574
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 610
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 648
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 685
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 723
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 760
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 798
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 836
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 873
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 911
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 949
KEYPRESS DOWN LControlKey 11/06/2018 11:40:11 986
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 64
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 78
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 99
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 136
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 174
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 212
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 249
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 287
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 325
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 362
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 399
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 437
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 474
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 512
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 550
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 587
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 625
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 662
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 700
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 765
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 779
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 813
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 851
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 888
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 925
KEYPRESS DOWN LControlKey 11/06/2018 11:40:12 963
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 1
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 38
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 76
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 114
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 151
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 189
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 226
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 264
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 301
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 339
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 377
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 414
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 452
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 489
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 527
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 565
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 602
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 639
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 677
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 715
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 752
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 790
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 827
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 865
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 903
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 941
KEYPRESS DOWN LControlKey 11/06/2018 11:40:13 978
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 15
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 53
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 91
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 128
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 166
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 204
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 260
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 298
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 335
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 372
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 410
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 448
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 486
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 523
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 561
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 598
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 636
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 673
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 711
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 749
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 786
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 824
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 861
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 899
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 936
KEYPRESS DOWN LControlKey 11/06/2018 11:40:14 974
Focus Gained 11/06/2018 11:40:15 37
ExposeHK Hidden 11/06/2018 11:40:15 46
KEYPRESS UP LControlKey 11/06/2018 11:40:15 69
KEYPRESS DOWN LControlKey 11/06/2018 11:40:15 603
Focus Lost 11/06/2018 11:40:15 614
ExposeHK Activated 11/06/2018 11:40:15 639
MOUSE Move {X=547,Y=131} 11/06/2018 11:40:15 813
MOUSE Move {X=548,Y=131} 11/06/2018 11:40:15 826
MOUSE Move {X=548,Y=131} 11/06/2018 11:40:15 853
MOUSE Move {X=549,Y=132} 11/06/2018 11:40:15 867
Focus Gained 11/06/2018 11:40:15 991
ExposeHK Hidden 11/06/2018 11:40:16 4
KEYPRESS UP LControlKey 11/06/2018 11:40:16 30
MOUSE Move {X=550,Y=132} 11/06/2018 11:40:16 42
MOUSE Move {X=553,Y=131} 11/06/2018 11:40:16 71
MOUSE Move {X=571,Y=124} 11/06/2018 11:40:16 88
MOUSE Move {X=606,Y=112} 11/06/2018 11:40:16 101
MOUSE Move {X=658,Y=96} 11/06/2018 11:40:16 113
MOUSE Move {X=709,Y=82} 11/06/2018 11:40:16 125
MOUSE Move {X=760,Y=73} 11/06/2018 11:40:16 139
MOUSE Move {X=797,Y=66} 11/06/2018 11:40:16 152
MOUSE Move {X=815,Y=63} 11/06/2018 11:40:16 164
MOUSE Move {X=824,Y=62} 11/06/2018 11:40:16 177
MOUSE Move {X=827,Y=61} 11/06/2018 11:40:16 190
MOUSE Move {X=829,Y=61} 11/06/2018 11:40:16 203
MOUSE Move {X=830,Y=61} 11/06/2018 11:40:16 216
MOUSE Move {X=830,Y=61} 11/06/2018 11:40:16 229
MOUSE Move {X=831,Y=61} 11/06/2018 11:40:16 242
MOUSE Move {X=832,Y=61} 11/06/2018 11:40:16 255
MOUSE Move {X=832,Y=61} 11/06/2018 11:40:16 424
MOUSE Move {X=832,Y=60} 11/06/2018 11:40:16 437
MOUSE Move {X=832,Y=60} 11/06/2018 11:40:16 567
MOUSE Move {X=830,Y=59} 11/06/2018 11:40:16 578
MOUSE Move {X=825,Y=58} 11/06/2018 11:40:16 589
MOUSE Move {X=817,Y=53} 11/06/2018 11:40:16 601
MOUSE Move {X=807,Y=49} 11/06/2018 11:40:16 615
MOUSE Move {X=799,Y=46} 11/06/2018 11:40:16 627
MOUSE Move {X=792,Y=44} 11/06/2018 11:40:16 640
MOUSE Move {X=787,Y=42} 11/06/2018 11:40:16 653
MOUSE Move {X=785,Y=40} 11/06/2018 11:40:16 665
MOUSE Move {X=784,Y=40} 11/06/2018 11:40:16 679
MOUSE Move {X=782,Y=39} 11/06/2018 11:40:16 692
MOUSE Move {X=782,Y=39} 11/06/2018 11:40:16 705
MOUSE Move {X=781,Y=39} 11/06/2018 11:40:16 730
MOUSE Move {X=780,Y=39} 11/06/2018 11:40:16 743
MOUSE Move {X=780,Y=39} 11/06/2018 11:40:16 769
MOUSE Move {X=780,Y=39} 11/06/2018 11:40:16 781
MOUSE Move {X=780,Y=39} 11/06/2018 11:40:16 795
MOUSE Move {X=779,Y=39} 11/06/2018 11:40:16 808
MOUSE Move {X=779,Y=40} 11/06/2018 11:40:16 820
MOUSE Move {X=779,Y=40} 11/06/2018 11:40:16 833
MOUSE Move {X=779,Y=41} 11/06/2018 11:40:16 847
MOUSE Move {X=779,Y=42} 11/06/2018 11:40:16 858
MOUSE Move {X=779,Y=42} 11/06/2018 11:40:16 911
MOUSE Move {X=779,Y=43} 11/06/2018 11:40:16 924
MOUSE Move {X=779,Y=43} 11/06/2018 11:40:16 935
MOUSE Move {X=779,Y=44} 11/06/2018 11:40:16 949
