Focus Gained 11/06/2018 17:37:34 586
MOUSE Move {X=516,Y=17} 11/06/2018 17:37:36 319
MOUSE Move {X=516,Y=18} 11/06/2018 17:37:36 329
MOUSE Move {X=515,Y=21} 11/06/2018 17:37:36 341
MOUSE Move {X=513,Y=23} 11/06/2018 17:37:36 352
MOUSE Move {X=511,Y=27} 11/06/2018 17:37:36 364
MOUSE Move {X=507,Y=31} 11/06/2018 17:37:36 376
MOUSE Move {X=503,Y=35} 11/06/2018 17:37:36 390
MOUSE Move {X=500,Y=38} 11/06/2018 17:37:36 407
MOUSE Move {X=498,Y=39} 11/06/2018 17:37:36 414
MOUSE Move {X=496,Y=40} 11/06/2018 17:37:36 428
MOUSE Move {X=494,Y=41} 11/06/2018 17:37:36 441
MOUSE Move {X=492,Y=42} 11/06/2018 17:37:36 583
MOUSE Move {X=492,Y=42} 11/06/2018 17:37:37 409
MOUSE click {X=492,Y=42} 11/06/2018 17:37:37 411
MOUSE Move {X=492,Y=42} 11/06/2018 17:37:37 413
MOUSE Move {X=492,Y=42} 11/06/2018 17:37:37 415
MOUSE Move {X=492,Y=42} 11/06/2018 17:37:37 417
MOUSE Move {X=492,Y=42} 11/06/2018 17:37:37 431
MOUSE Move {X=492,Y=41} 11/06/2018 17:37:37 444
MOUSE Move {X=492,Y=41} 11/06/2018 17:37:37 458
MOUSE Move {X=492,Y=40} 11/06/2018 17:37:37 481
MOUSE Move {X=493,Y=39} 11/06/2018 17:37:37 495
MOUSE Move {X=496,Y=36} 11/06/2018 17:37:37 508
MOUSE Move {X=501,Y=31} 11/06/2018 17:37:37 520
MOUSE Move {X=506,Y=27} 11/06/2018 17:37:37 534
MOUSE Move {X=508,Y=24} 11/06/2018 17:37:37 547
MOUSE Move {X=511,Y=23} 11/06/2018 17:37:37 560
MOUSE Move {X=515,Y=20} 11/06/2018 17:37:37 574
MOUSE Move {X=518,Y=18} 11/06/2018 17:37:37 587
MOUSE Move {X=521,Y=16} 11/06/2018 17:37:37 599
MOUSE Move {X=521,Y=16} 11/06/2018 17:37:37 611
MOUSE Move {X=522,Y=16} 11/06/2018 17:37:37 624
MOUSE Move {X=522,Y=15} 11/06/2018 17:37:37 638
MOUSE Move {X=523,Y=15} 11/06/2018 17:37:37 803
MOUSE Move {X=523,Y=15} 11/06/2018 17:37:37 816
MOUSE Move {X=523,Y=16} 11/06/2018 17:37:37 855
MOUSE Move {X=523,Y=16} 11/06/2018 17:37:37 869
MOUSE Move {X=523,Y=17} 11/06/2018 17:37:37 894
MOUSE Move {X=523,Y=17} 11/06/2018 17:37:37 907
MOUSE Move {X=523,Y=19} 11/06/2018 17:37:37 919
MOUSE Move {X=523,Y=19} 11/06/2018 17:37:37 932
MOUSE Move {X=523,Y=20} 11/06/2018 17:37:38 30
MOUSE Move {X=522,Y=23} 11/06/2018 17:37:38 32
MOUSE Move {X=522,Y=22} 11/06/2018 17:37:38 191
MOUSE release {X=522,Y=22} 11/06/2018 17:37:38 192
MOUSE Move {X=522,Y=22} 11/06/2018 17:37:38 194
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 88
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 666
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 940
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 968
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 971
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 975
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 979
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 983
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 988
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 994
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:40 998
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:41 4
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:41 26
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:43 653
KEYPRESS DOWN LShiftKey 11/06/2018 17:37:43 678
KEYPRESS DOWN LControlKey 11/06/2018 17:37:43 697
Focus Lost 11/06/2018 17:37:43 709
ExposeHK Activated 11/06/2018 17:37:43 868
KEYPRESS DOWN LControlKey 11/06/2018 17:37:43 951
KEYPRESS DOWN LControlKey 11/06/2018 17:37:43 962
KEYPRESS DOWN LControlKey 11/06/2018 17:37:43 972
KEYPRESS DOWN LControlKey 11/06/2018 17:37:43 981
KEYPRESS DOWN LControlKey 11/06/2018 17:37:43 991
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 1
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 11
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 21
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 29
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 39
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 49
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 58
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 68
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 75
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 83
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 91
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 100
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 107
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 114
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 121
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 128
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 134
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 147
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 156
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 164
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 173
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 181
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 190
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 200
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 211
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 222
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 234
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 246
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 257
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 267
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 277
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 287
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 296
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 305
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 317
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 331
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 340
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 349
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 361
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 369
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 379
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 388
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 398
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 408
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 417
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 425
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 433
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 440
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 449
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 457
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 465
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 473
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 481
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 489
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 499
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 507
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 515
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 522
KEYPRESS DOWN LControlKey 11/06/2018 17:37:44 530
KEYPRESS DOWN LControlKey 11/06/2018 17:37:46 14
KEYPRESS DOWN LControlKey 11/06/2018 17:37:46 179
KEYPRESS DOWN LControlKey 11/06/2018 17:37:46 188
KEYPRESS DOWN LControlKey 11/06/2018 17:37:46 198
KEYPRESS DOWN LControlKey 11/06/2018 17:37:46 207
KEYPRESS DOWN LControlKey 11/06/2018 17:37:46 215
KEYPRESS DOWN LControlKey 11/06/2018 17:37:46 225
KEYPRESS DOWN LControlKey 11/06/2018 17:37:46 233
KEYPRESS DOWN LControlKey 11/06/2018 17:37:46 243
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 24
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 44
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 57
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 67
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 77
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 87
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 96
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 106
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 116
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 126
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 136
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 148
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 159
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 169
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 179
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 191
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 204
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 249
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 311
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 329
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 340
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 365
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 376
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 393
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 405
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 431
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 474
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 493
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 504
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 521
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 532
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 556
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 585
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 596
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 609
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 626
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 638
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 649
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 660
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 675
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 686
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 698
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 715
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 752
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 768
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 790
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 801
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 812
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 822
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 834
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 847
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 859
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 869
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 880
KEYPRESS DOWN LControlKey 11/06/2018 17:37:47 891
