Focus Gained 13/06/2018 11:07:06 47
KEYPRESS DOWN LControlKey 13/06/2018 11:07:07 382
Focus Lost 13/06/2018 11:07:07 399
ExposeHK Activated 13/06/2018 11:07:07 476
KEYPRESS DOWN LControlKey 13/06/2018 11:07:07 908
KEYPRESS DOWN LControlKey 13/06/2018 11:07:07 946
KEYPRESS DOWN LControlKey 13/06/2018 11:07:07 983
KEYPRESS DOWN LControlKey 13/06/2018 11:07:08 21
KEYPRESS DOWN LControlKey 13/06/2018 11:07:08 58
KEYPRESS DOWN LControlKey 13/06/2018 11:07:08 96
KEYPRESS DOWN LControlKey 13/06/2018 11:07:08 133
KEYPRESS DOWN LControlKey 13/06/2018 11:07:08 197
KEYPRESS DOWN LControlKey 13/06/2018 11:07:08 219
Focus Gained 13/06/2018 11:07:08 273
ExposeHK Hidden 13/06/2018 11:07:08 286
KEYPRESS UP LControlKey 13/06/2018 11:07:08 376
MOUSE Move {X=487,Y=70} 13/06/2018 11:08:55 175
MOUSE Move {X=487,Y=70} 13/06/2018 11:08:55 306
MOUSE Move {X=487,Y=66} 13/06/2018 11:10:42 809
MOUSE Move {X=488,Y=64} 13/06/2018 11:10:42 903
MOUSE Move {X=489,Y=64} 13/06/2018 11:10:42 939
MOUSE Move {X=489,Y=64} 13/06/2018 11:10:42 954
MOUSE Move {X=490,Y=63} 13/06/2018 11:10:42 965
MOUSE Move {X=491,Y=63} 13/06/2018 11:10:42 976
MOUSE Move {X=492,Y=63} 13/06/2018 11:10:42 987
MOUSE Move {X=493,Y=62} 13/06/2018 11:10:42 998
MOUSE Move {X=499,Y=62} 13/06/2018 11:10:43 19
MOUSE Move {X=504,Y=62} 13/06/2018 11:10:43 31
MOUSE Move {X=507,Y=62} 13/06/2018 11:10:43 51
MOUSE Move {X=507,Y=62} 13/06/2018 11:12:35 109
MOUSE Move {X=506,Y=63} 13/06/2018 11:12:35 154
MOUSE Move {X=506,Y=63} 13/06/2018 11:12:35 167
MOUSE Move {X=504,Y=63} 13/06/2018 11:12:35 179
MOUSE Move {X=503,Y=65} 13/06/2018 11:12:35 193
MOUSE Move {X=501,Y=66} 13/06/2018 11:12:35 206
MOUSE Move {X=499,Y=68} 13/06/2018 11:12:35 218
MOUSE Move {X=498,Y=69} 13/06/2018 11:12:35 240
MOUSE Move {X=497,Y=70} 13/06/2018 11:12:35 252
MOUSE Move {X=497,Y=71} 13/06/2018 11:12:35 273
MOUSE Move {X=497,Y=71} 13/06/2018 11:12:35 321
MOUSE Move {X=497,Y=71} 13/06/2018 11:12:35 334
MOUSE Move {X=498,Y=71} 13/06/2018 11:12:35 359
MOUSE Move {X=499,Y=71} 13/06/2018 11:12:35 373
MOUSE Move {X=499,Y=71} 13/06/2018 11:12:35 385
MOUSE Move {X=499,Y=71} 13/06/2018 11:12:35 407
MOUSE Move {X=499,Y=70} 13/06/2018 11:12:35 418
MOUSE Move {X=498,Y=70} 13/06/2018 11:14:32 872
MOUSE Move {X=496,Y=70} 13/06/2018 11:14:32 884
MOUSE Move {X=485,Y=68} 13/06/2018 11:14:32 903
MOUSE Move {X=461,Y=58} 13/06/2018 11:14:32 915
MOUSE Move {X=407,Y=27} 13/06/2018 11:14:32 929
MOUSE Move {X=321,Y=-25} 13/06/2018 11:14:32 941
MOUSE Move {X=224,Y=-67} 13/06/2018 11:14:32 954
MOUSE Move {X=151,Y=-53} 13/06/2018 11:14:32 968
KEYPRESS DOWN LMenu 13/06/2018 11:15:54 920
KEYPRESS DOWN Tab 13/06/2018 11:15:55 5
Focus Lost 13/06/2018 11:15:55 29
KEYPRESS UP Tab 13/06/2018 11:15:55 153
KEYPRESS UP LMenu 13/06/2018 11:15:55 225
KEYPRESS DOWN LMenu 13/06/2018 11:15:56 219
KEYPRESS DOWN Tab 13/06/2018 11:15:56 326
KEYPRESS UP Tab 13/06/2018 11:15:56 450
KEYPRESS DOWN Tab 13/06/2018 11:15:56 959
KEYPRESS UP Tab 13/06/2018 11:15:57 88
KEYPRESS DOWN Tab 13/06/2018 11:15:57 360
KEYPRESS UP Tab 13/06/2018 11:15:57 489
KEYPRESS DOWN Tab 13/06/2018 11:15:57 586
KEYPRESS UP Tab 13/06/2018 11:15:57 719
KEYPRESS DOWN Tab 13/06/2018 11:15:57 864
KEYPRESS UP Tab 13/06/2018 11:15:58 17
KEYPRESS DOWN Tab 13/06/2018 11:15:58 112
KEYPRESS UP Tab 13/06/2018 11:15:58 256
KEYPRESS DOWN Tab 13/06/2018 11:15:58 358
KEYPRESS UP Tab 13/06/2018 11:15:58 492
KEYPRESS UP LMenu 13/06/2018 11:15:58 638
Focus Gained 13/06/2018 11:15:58 662
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 71
Focus Lost 13/06/2018 11:16:04 84
ExposeHK Activated 13/06/2018 11:16:04 109
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 603
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 643
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 677
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 715
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 765
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 790
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 827
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 865
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 903
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 940
KEYPRESS DOWN LControlKey 13/06/2018 11:16:04 978
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 15
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 53
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 106
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 130
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 166
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 203
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 241
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 278
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 316
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 354
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 391
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 429
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 466
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 504
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 544
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 579
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 616
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 653
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 690
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 728
KEYPRESS DOWN LControlKey 13/06/2018 11:16:05 766
