Focus Gained 09/06/2018 15:12:20 782
MOUSE Move {X=476,Y=59} 09/06/2018 15:12:21 921
MOUSE Move {X=472,Y=62} 09/06/2018 15:12:21 940
MOUSE Move {X=463,Y=71} 09/06/2018 15:12:21 952
MOUSE Move {X=449,Y=87} 09/06/2018 15:12:21 966
MOUSE Move {X=429,Y=112} 09/06/2018 15:12:21 978
MOUSE Move {X=409,Y=157} 09/06/2018 15:12:22 43
MOUSE Move {X=397,Y=193} 09/06/2018 15:12:22 56
MOUSE Move {X=390,Y=212} 09/06/2018 15:12:22 68
MOUSE Move {X=388,Y=224} 09/06/2018 15:12:22 81
MOUSE Move {X=386,Y=235} 09/06/2018 15:12:22 94
MOUSE Move {X=385,Y=245} 09/06/2018 15:12:22 107
MOUSE Move {X=384,Y=252} 09/06/2018 15:12:22 120
MOUSE Move {X=383,Y=257} 09/06/2018 15:12:22 133
MOUSE Move {X=382,Y=260} 09/06/2018 15:12:22 145
MOUSE Move {X=382,Y=262} 09/06/2018 15:12:22 159
MOUSE Move {X=382,Y=262} 09/06/2018 15:12:22 172
KEYPRESS DOWN LMenu 09/06/2018 15:12:23 205
KEYPRESS UP LMenu 09/06/2018 15:12:23 481
MOUSE click {X=382,Y=262} 09/06/2018 15:12:23 844
MOUSE Move {X=382,Y=262} 09/06/2018 15:12:23 849
MOUSE release {X=382,Y=262} 09/06/2018 15:12:23 930
MOUSE Move {X=382,Y=262} 09/06/2018 15:12:23 996
KEYPRESS DOWN LMenu 09/06/2018 15:12:24 305
KEYPRESS UP LMenu 09/06/2018 15:12:24 461
MOUSE Move {X=381,Y=262} 09/06/2018 15:12:25 56
MOUSE Move {X=378,Y=262} 09/06/2018 15:12:25 66
MOUSE Move {X=375,Y=262} 09/06/2018 15:12:25 77
MOUSE Move {X=375,Y=262} 09/06/2018 15:12:25 88
MOUSE Move {X=374,Y=262} 09/06/2018 15:12:25 101
MOUSE Move {X=374,Y=262} 09/06/2018 15:12:25 229
MOUSE Move {X=373,Y=261} 09/06/2018 15:12:25 242
MOUSE Move {X=369,Y=258} 09/06/2018 15:12:25 254
MOUSE Move {X=363,Y=251} 09/06/2018 15:12:25 267
MOUSE Move {X=352,Y=237} 09/06/2018 15:12:25 281
MOUSE Move {X=332,Y=214} 09/06/2018 15:12:25 293
MOUSE Move {X=310,Y=189} 09/06/2018 15:12:25 306
MOUSE Move {X=291,Y=159} 09/06/2018 15:12:25 319
MOUSE Move {X=266,Y=121} 09/06/2018 15:12:25 332
MOUSE Move {X=237,Y=83} 09/06/2018 15:12:25 344
MOUSE Move {X=208,Y=42} 09/06/2018 15:12:25 357
MOUSE Move {X=184,Y=4} 09/06/2018 15:12:25 370
MOUSE Move {X=164,Y=-26} 09/06/2018 15:12:25 383
MOUSE Move {X=151,Y=-15} 09/06/2018 15:12:25 395
MOUSE Move {X=141,Y=-9} 09/06/2018 15:12:25 409
MOUSE Move {X=132,Y=-5} 09/06/2018 15:12:25 422
MOUSE Move {X=124,Y=-4} 09/06/2018 15:12:25 435
MOUSE Move {X=115,Y=-2} 09/06/2018 15:12:25 448
MOUSE Move {X=108,Y=-1} 09/06/2018 15:12:25 461
MOUSE Move {X=103,Y=0} 09/06/2018 15:12:25 474
MOUSE Move {X=99,Y=0} 09/06/2018 15:12:25 487
MOUSE Move {X=95,Y=0} 09/06/2018 15:12:25 499
MOUSE Move {X=92,Y=0} 09/06/2018 15:12:25 513
MOUSE Move {X=88,Y=1} 09/06/2018 15:12:25 525
MOUSE Move {X=71,Y=15} 09/06/2018 15:12:25 610
MOUSE Move {X=65,Y=21} 09/06/2018 15:12:25 615
