Date;Timestamp;Participant;Aid;Phase;BlockID;Device;Event;PosX;PosY;Key;Other
25/07/2018 14:47:29.952;38;none;none;none;0;none;none;none;none;none;none;Focus Gained
25/07/2018 14:47:29.960;46;none;none;none;0;none;Mouse;Move;1014;723;none;none
25/07/2018 14:47:29.962;48;none;none;none;0;none;Mouse;Move;1005;705;none;none
25/07/2018 14:47:29.968;53;none;none;none;0;none;Mouse;Move;1005;704;none;none
25/07/2018 14:47:29.973;59;none;none;none;0;none;Mouse;Move;1005;703;none;none
25/07/2018 14:47:29.981;67;none;none;none;0;none;Mouse;Move;1005;703;none;none
25/07/2018 14:47:29.989;75;none;none;none;0;none;Mouse;Move;1004;703;none;none
25/07/2018 14:47:29.997;83;none;none;none;0;none;Mouse;Move;1004;702;none;none
25/07/2018 14:47:30.397;483;none;none;none;0;none;Mouse;Move;1004;701;none;none
25/07/2018 14:47:30.405;491;none;none;none;0;none;Mouse;Move;1004;701;none;none
25/07/2018 14:47:30.413;499;none;none;none;0;none;Mouse;Move;1004;700;none;none
25/07/2018 14:47:30.421;507;none;none;none;0;none;Mouse;Move;1003;697;none;none
25/07/2018 14:47:30.429;515;none;none;none;0;none;Mouse;Move;1001;695;none;none
25/07/2018 14:47:30.438;524;none;none;none;0;none;Mouse;Move;1000;692;none;none
25/07/2018 14:47:30.445;531;none;none;none;0;none;Mouse;Move;997;688;none;none
25/07/2018 14:47:30.453;539;none;none;none;0;none;Mouse;Move;994;682;none;none
25/07/2018 14:47:30.461;547;none;none;none;0;none;Mouse;Move;992;679;none;none
25/07/2018 14:47:30.469;555;none;none;none;0;none;Mouse;Move;990;675;none;none
25/07/2018 14:47:30.477;563;none;none;none;0;none;Mouse;Move;987;671;none;none
25/07/2018 14:47:30.485;571;none;none;none;0;none;Mouse;Move;983;666;none;none
25/07/2018 14:47:30.493;579;none;none;none;0;none;Mouse;Move;979;661;none;none
25/07/2018 14:47:30.502;588;none;none;none;0;none;Mouse;Move;974;656;none;none
25/07/2018 14:47:30.509;595;none;none;none;0;none;Mouse;Move;968;650;none;none
25/07/2018 14:47:30.517;603;none;none;none;0;none;Mouse;Move;963;648;none;none
25/07/2018 14:47:30.525;611;none;none;none;0;none;Mouse;Move;958;645;none;none
25/07/2018 14:47:30.533;619;none;none;none;0;none;Mouse;Move;955;641;none;none
25/07/2018 14:47:30.541;627;none;none;none;0;none;Mouse;Move;953;640;none;none
25/07/2018 14:47:30.549;635;none;none;none;0;none;Mouse;Move;952;638;none;none
25/07/2018 14:47:30.557;643;none;none;none;0;none;Mouse;Move;949;637;none;none
25/07/2018 14:47:30.565;651;none;none;none;0;none;Mouse;Move;947;635;none;none
25/07/2018 14:47:30.573;659;none;none;none;0;none;Mouse;Move;946;634;none;none
25/07/2018 14:47:30.581;667;none;none;none;0;none;Mouse;Move;943;631;none;none
25/07/2018 14:47:30.589;675;none;none;none;0;none;Mouse;Move;942;630;none;none
25/07/2018 14:47:30.597;683;none;none;none;0;none;Mouse;Move;940;629;none;none
25/07/2018 14:47:30.605;691;none;none;none;0;none;Mouse;Move;938;628;none;none
25/07/2018 14:47:30.613;699;none;none;none;0;none;Mouse;Move;938;628;none;none
25/07/2018 14:47:30.621;707;none;none;none;0;none;Mouse;Move;937;627;none;none
25/07/2018 14:47:30.629;715;none;none;none;0;none;Mouse;Move;936;627;none;none
25/07/2018 14:47:30.637;723;none;none;none;0;none;Mouse;Move;936;627;none;none
25/07/2018 14:47:30.645;731;none;none;none;0;none;Mouse;Move;935;627;none;none
25/07/2018 14:47:30.813;899;none;none;none;0;none;Mouse;Move;935;627;none;none
25/07/2018 14:47:30.821;907;none;none;none;0;none;Mouse;Move;935;627;none;none
25/07/2018 14:47:30.829;915;none;none;none;0;none;Mouse;Move;935;627;none;none
25/07/2018 14:47:30.837;923;none;none;none;0;none;Mouse;Move;934;628;none;none
25/07/2018 14:47:30.845;931;none;none;none;0;none;Mouse;Move;933;629;none;none
25/07/2018 14:47:30.853;939;none;none;none;0;none;Mouse;Move;933;631;none;none
25/07/2018 14:47:30.861;947;none;none;none;0;none;Mouse;Move;933;631;none;none
25/07/2018 14:47:30.869;955;none;none;none;0;none;Mouse;Move;933;633;none;none
25/07/2018 14:47:30.877;963;none;none;none;0;none;Mouse;Move;933;634;none;none
25/07/2018 14:47:30.885;971;none;none;none;0;none;Mouse;Move;933;635;none;none
25/07/2018 14:47:30.893;979;none;none;none;0;none;Mouse;Move;933;636;none;none
25/07/2018 14:47:30.901;987;none;none;none;0;none;Mouse;Move;933;636;none;none
25/07/2018 14:47:30.909;995;none;none;none;0;none;Mouse;Move;933;637;none;none
25/07/2018 14:47:30.917;1003;none;none;none;0;none;Mouse;Move;933;637;none;none
25/07/2018 14:47:30.925;1011;none;none;none;0;none;Mouse;Move;933;638;none;none
25/07/2018 14:47:31.101;1187;none;none;none;0;none;Mouse;Click;933;638;none;none
25/07/2018 14:47:31.101;1187;none;none;none;0;none;Mouse;Move;933;638;none;none
25/07/2018 14:47:31.189;1275;none;none;none;0;none;Mouse;Release;933;638;none;none
25/07/2018 14:47:31.190;1276;none;none;none;0;none;Mouse;Move;933;638;none;none
25/07/2018 14:47:31.196;1282;none;none;none;0;none;none;none;none;none;none;Click radioButton7
25/07/2018 14:47:31.269;1355;none;none;none;0;none;Mouse;Move;932;639;none;none
25/07/2018 14:47:31.277;1363;none;none;none;0;none;Mouse;Move;931;639;none;none
25/07/2018 14:47:31.285;1371;none;none;none;0;none;Mouse;Move;927;640;none;none
25/07/2018 14:47:31.293;1379;none;none;none;0;none;Mouse;Move;920;641;none;none
25/07/2018 14:47:31.302;1388;none;none;none;0;none;Mouse;Move;910;642;none;none
25/07/2018 14:47:31.309;1395;none;none;none;0;none;Mouse;Move;896;643;none;none
25/07/2018 14:47:31.317;1402;none;none;none;0;none;Mouse;Move;879;644;none;none
