Focus Gained 13/06/2018 16:53:09 97
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 133
Focus Lost 13/06/2018 16:53:10 142
ExposeHK Activated 13/06/2018 16:53:10 156
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 628
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 660
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 693
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 726
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 760
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 793
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 825
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 858
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 892
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 924
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 958
KEYPRESS DOWN LControlKey 13/06/2018 16:53:10 990
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 27
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 56
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 90
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 123
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 155
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 188
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 225
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 254
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 287
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 323
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 354
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 387
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 420
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 454
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 485
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 518
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 551
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 584
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 617
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 658
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 683
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 717
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 749
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 782
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 816
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 848
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 881
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 920
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 948
KEYPRESS DOWN LControlKey 13/06/2018 16:53:11 980
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 13
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 47
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 82
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 113
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 146
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 179
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 211
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 244
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 278
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 310
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 343
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 377
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 410
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 443
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 475
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 508
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 541
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 575
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 607
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 640
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 673
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 707
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 739
KEYPRESS DOWN LControlKey 13/06/2018 16:53:12 773
Focus Gained 13/06/2018 16:53:12 802
ExposeHK Hidden 13/06/2018 16:53:12 804
KEYPRESS UP LControlKey 13/06/2018 16:53:12 813
Focus Lost 13/06/2018 16:53:14 671
