Focus Gained 12/09/2012 6:55:47 p.m. 366
MOUSE click {X=416,Y=164} 12/09/2012 6:55:48 p.m. 115
MOUSE release {X=372,Y=162} 12/09/2012 6:55:48 p.m. 481
MOUSE click {X=884,Y=108} 12/09/2012 6:55:49 p.m. 539
MOUSE release {X=884,Y=108} 12/09/2012 6:55:49 p.m. 617
MOUSE click {X=884,Y=108} 12/09/2012 6:55:50 p.m. 337
MOUSE release {X=884,Y=108} 12/09/2012 6:55:50 p.m. 441
MOUSE click {X=884,Y=108} 12/09/2012 6:55:50 p.m. 777
MOUSE release {X=884,Y=108} 12/09/2012 6:55:50 p.m. 865
MOUSE click {X=884,Y=108} 12/09/2012 6:55:51 p.m. 9
MOUSE release {X=884,Y=108} 12/09/2012 6:55:51 p.m. 97
MOUSE click {X=884,Y=108} 12/09/2012 6:55:51 p.m. 209
MOUSE release {X=884,Y=108} 12/09/2012 6:55:51 p.m. 297
MOUSE click {X=884,Y=108} 12/09/2012 6:55:51 p.m. 401
MOUSE release {X=884,Y=108} 12/09/2012 6:55:51 p.m. 481
MOUSE click {X=884,Y=108} 12/09/2012 6:55:51 p.m. 593
MOUSE release {X=884,Y=108} 12/09/2012 6:55:51 p.m. 673
MOUSE click {X=884,Y=108} 12/09/2012 6:55:51 p.m. 777
MOUSE release {X=884,Y=108} 12/09/2012 6:55:51 p.m. 857
MOUSE click {X=884,Y=108} 12/09/2012 6:55:51 p.m. 961
MOUSE release {X=884,Y=108} 12/09/2012 6:55:52 p.m. 41
MOUSE click {X=884,Y=108} 12/09/2012 6:55:52 p.m. 153
MOUSE release {X=884,Y=108} 12/09/2012 6:55:52 p.m. 225
MOUSE click {X=884,Y=108} 12/09/2012 6:55:52 p.m. 337
MOUSE release {X=884,Y=108} 12/09/2012 6:55:52 p.m. 409
MOUSE click {X=812,Y=35} 12/09/2012 6:55:52 p.m. 849
MOUSE release {X=477,Y=33} 12/09/2012 6:55:54 p.m. 145
MOUSE click {X=544,Y=105} 12/09/2012 6:55:55 p.m. 217
MOUSE release {X=544,Y=105} 12/09/2012 6:55:55 p.m. 313
MOUSE click {X=544,Y=105} 12/09/2012 6:55:56 p.m. 17
MOUSE release {X=544,Y=105} 12/09/2012 6:55:56 p.m. 105
MOUSE click {X=544,Y=105} 12/09/2012 6:55:56 p.m. 785
MOUSE release {X=544,Y=105} 12/09/2012 6:55:56 p.m. 881
MOUSE click {X=544,Y=105} 12/09/2012 6:55:57 p.m. 545
MOUSE release {X=544,Y=105} 12/09/2012 6:55:57 p.m. 647
MOUSE click {X=544,Y=105} 12/09/2012 6:55:58 p.m. 593
MOUSE release {X=544,Y=105} 12/09/2012 6:55:58 p.m. 705
MOUSE click {X=657,Y=24} 12/09/2012 6:55:59 p.m. 962
MOUSE release {X=657,Y=24} 12/09/2012 6:56:00 p.m. 42
Focus Lost 12/09/2012 6:56:00 p.m. 65
MOUSE click {X=760,Y=436} 12/09/2012 6:56:01 p.m. 162
MOUSE release {X=760,Y=436} 12/09/2012 6:56:01 p.m. 258
Focus Gained 12/09/2012 6:56:01 p.m. 265
Focus Lost 12/09/2012 6:56:01 p.m. 288
