Focus Gained 12/09/2012 7:06:03 p.m. 894
MOUSE click {X=433,Y=167} 12/09/2012 7:06:04 p.m. 701
MOUSE release {X=324,Y=157} 12/09/2012 7:06:05 p.m. 12
MOUSE click {X=886,Y=102} 12/09/2012 7:06:05 p.m. 725
MOUSE release {X=886,Y=102} 12/09/2012 7:06:05 p.m. 828
MOUSE click {X=748,Y=23} 12/09/2012 7:06:07 p.m. 372
MOUSE release {X=404,Y=19} 12/09/2012 7:06:08 p.m. 605
MOUSE click {X=536,Y=102} 12/09/2012 7:06:09 p.m. 364
MOUSE release {X=536,Y=102} 12/09/2012 7:06:09 p.m. 459
MOUSE click {X=536,Y=102} 12/09/2012 7:06:10 p.m. 260
MOUSE release {X=536,Y=102} 12/09/2012 7:06:10 p.m. 372
MOUSE click {X=536,Y=102} 12/09/2012 7:06:11 p.m. 349
MOUSE release {X=536,Y=102} 12/09/2012 7:06:11 p.m. 469
MOUSE click {X=536,Y=102} 12/09/2012 7:06:12 p.m. 219
MOUSE release {X=536,Y=102} 12/09/2012 7:06:12 p.m. 331
MOUSE click {X=536,Y=102} 12/09/2012 7:06:12 p.m. 979
MOUSE release {X=536,Y=102} 12/09/2012 7:06:13 p.m. 93
MOUSE click {X=536,Y=102} 12/09/2012 7:06:13 p.m. 653
MOUSE release {X=536,Y=102} 12/09/2012 7:06:13 p.m. 781
MOUSE click {X=536,Y=102} 12/09/2012 7:06:17 p.m. 677
MOUSE release {X=536,Y=102} 12/09/2012 7:06:17 p.m. 717
MOUSE click {X=536,Y=102} 12/09/2012 7:06:19 p.m. 557
MOUSE release {X=536,Y=102} 12/09/2012 7:06:19 p.m. 660
MOUSE click {X=536,Y=102} 12/09/2012 7:06:20 p.m. 852
MOUSE release {X=536,Y=102} 12/09/2012 7:06:20 p.m. 957
MOUSE click {X=536,Y=102} 12/09/2012 7:06:24 p.m. 348
MOUSE release {X=536,Y=102} 12/09/2012 7:06:24 p.m. 444
MOUSE click {X=536,Y=102} 12/09/2012 7:06:25 p.m. 764
MOUSE release {X=536,Y=102} 12/09/2012 7:06:25 p.m. 868
MOUSE click {X=536,Y=102} 12/09/2012 7:06:27 p.m. 724
MOUSE release {X=536,Y=102} 12/09/2012 7:06:27 p.m. 844
MOUSE click {X=527,Y=101} 12/09/2012 7:06:31 p.m. 165
MOUSE release {X=527,Y=101} 12/09/2012 7:06:31 p.m. 269
MOUSE click {X=527,Y=101} 12/09/2012 7:06:32 p.m. 237
MOUSE release {X=527,Y=101} 12/09/2012 7:06:32 p.m. 349
MOUSE click {X=527,Y=101} 12/09/2012 7:06:33 p.m. 93
MOUSE release {X=527,Y=101} 12/09/2012 7:06:33 p.m. 220
MOUSE click {X=546,Y=100} 12/09/2012 7:06:39 p.m. 700
MOUSE release {X=546,Y=100} 12/09/2012 7:06:39 p.m. 787
MOUSE click {X=539,Y=99} 12/09/2012 7:06:40 p.m. 180
MOUSE release {X=539,Y=99} 12/09/2012 7:06:40 p.m. 284
MOUSE click {X=539,Y=99} 12/09/2012 7:06:41 p.m. 196
MOUSE release {X=539,Y=99} 12/09/2012 7:06:41 p.m. 316
MOUSE click {X=445,Y=29} 12/09/2012 7:06:42 p.m. 626
MOUSE release {X=464,Y=40} 12/09/2012 7:06:48 p.m. 733
MOUSE click {X=530,Y=110} 12/09/2012 7:06:49 p.m. 189
MOUSE release {X=530,Y=110} 12/09/2012 7:06:49 p.m. 300
MOUSE click {X=530,Y=110} 12/09/2012 7:06:50 p.m. 540
MOUSE release {X=530,Y=110} 12/09/2012 7:06:50 p.m. 653
MOUSE click {X=530,Y=110} 12/09/2012 7:06:52 p.m. 188
MOUSE release {X=530,Y=110} 12/09/2012 7:06:52 p.m. 329
MOUSE click {X=651,Y=38} 12/09/2012 7:06:53 p.m. 637
MOUSE release {X=651,Y=38} 12/09/2012 7:06:53 p.m. 732
Focus Lost 12/09/2012 7:06:53 p.m. 758
MOUSE click {X=772,Y=453} 12/09/2012 7:06:54 p.m. 756
MOUSE release {X=772,Y=453} 12/09/2012 7:06:54 p.m. 850
Focus Gained 12/09/2012 7:06:54 p.m. 853
Focus Lost 12/09/2012 7:06:54 p.m. 861
